depth,cali,gr,density,nphi,res,sonic
8127,-999.25,124.541,-999.25,-999.25,1.5123,-999.25
8127.5,-999.25,127.2863,-999.25,-999.25,1.507,-999.25
8128,-999.25,128.8575,-999.25,-999.25,1.5115,-999.25
8128.5,-999.25,127.9148,-999.25,-999.25,1.5187,-999.25
8129,-999.25,129.2461,-999.25,-999.25,1.5192,-999.25
8129.5,-999.25,124.7643,-999.25,-999.25,1.507,-999.25
8130,-999.25,125.1612,-999.25,-999.25,1.4975,-999.25
8130.5,-999.25,119.6622,-999.25,-999.25,1.4907,-999.25
8131,-999.25,122.2587,-999.25,-999.25,1.4966,-999.25
8131.5,-999.25,120.1336,-999.25,-999.25,1.5033,-999.25
8132,-999.25,123.2014,-999.25,-999.25,1.5149,-999.25
8132.5,-999.25,122.1843,-999.25,-999.25,1.5295,-999.25
8133,-999.25,123.3668,-999.25,-999.25,1.5494,-999.25
8133.5,-999.25,122.9699,-999.25,-999.25,1.5686,-999.25
8134,-999.25,123.987,-999.25,-999.25,1.5803,-999.25
8134.5,-999.25,125.4754,-999.25,-999.25,1.5762,-999.25
8135,-999.25,125.4795,-999.25,-999.25,1.5575,-999.25
8135.5,-999.25,125.1653,-999.25,-999.25,1.5316,-999.25
8136,-999.25,127.5303,-999.25,-999.25,1.5237,-999.25
8136.5,-999.25,126.509,-999.25,-999.25,1.5229,-999.25
8137,-999.25,123.8381,-999.25,-999.25,1.5145,-999.25
8137.5,-999.25,119.7532,-999.25,-999.25,1.5142,-999.25
8138,-999.25,121.8701,-999.25,-999.25,1.5325,-999.25
8138.5,-999.25,122.1099,-999.25,-999.25,1.5926,-999.25
8139,-999.25,120.2245,-999.25,-999.25,1.6271,-999.25
8139.5,-999.25,118.8932,-999.25,-999.25,1.6525,-999.25
8140,-999.25,119.8276,-999.25,-999.25,1.6774,-999.25
8140.5,-999.25,122.1016,-999.25,-999.25,1.7198,-999.25
8141,-999.25,119.0338,-999.25,-999.25,1.7516,-999.25
8141.5,-999.25,118.8849,-999.25,-999.25,1.7702,-999.25
8142,-999.25,118.6451,-999.25,-999.25,1.7807,-999.25
8142.5,-999.25,123.5983,-999.25,-999.25,1.7709,-999.25
8143,-999.25,118.7195,-999.25,-999.25,1.7796,-999.25
8143.5,-999.25,120.5305,-999.25,-999.25,1.7687,-999.25
8144,-999.25,118.5707,-999.25,-999.25,1.7748,-999.25
8144.5,-999.25,117.6363,-999.25,-999.25,1.7549,-999.25
8145,-999.25,115.5194,-999.25,-999.25,1.7347,-999.25
8145.5,-999.25,111.8975,-999.25,-999.25,1.7336,-999.25
8146,-999.25,117.8596,-999.25,-999.25,1.6713,-999.25
8146.5,-999.25,119.0338,-999.25,-999.25,1.7109,-999.25
8147,-999.25,122.7301,-999.25,-999.25,1.6566,-999.25
8147.5,-999.25,121.6385,-999.25,-999.25,1.7037,-999.25
8148,-999.25,121.3243,-999.25,-999.25,1.7438,-999.25
8148.5,-999.25,121.8701,-999.25,-999.25,1.7763,-999.25
8149,-999.25,122.1843,-999.25,-999.25,1.7951,-999.25
8149.5,-999.25,118.8022,-999.25,-999.25,1.7311,-999.25
8150,-999.25,117.3965,-999.25,-999.25,1.8231,-999.25
8150.5,-999.25,118.6534,-999.25,-999.25,1.8471,-999.25
8151,-999.25,122.5812,-999.25,-999.25,1.8482,-999.25
8151.5,-999.25,123.681,-999.25,-999.25,1.7856,-999.25
8152,-999.25,123.4412,-999.25,-999.25,1.6737,-999.25
8152.5,-999.25,119.993,-999.25,-999.25,1.6836,-999.25
8153,-999.25,119.439,-999.25,-999.25,1.6021,-999.25
8153.5,-999.25,119.7532,-999.25,-999.25,1.6236,-999.25
8154,-999.25,121.3243,-999.25,-999.25,1.5341,-999.25
8154.5,-999.25,120.6959,-999.25,-999.25,1.4757,-999.25
8155,-999.25,117.0823,-999.25,-999.25,1.4946,-999.25
8155.5,-999.25,119.2819,-999.25,-999.25,1.4356,-999.25
8156,-999.25,122.1099,-999.25,-999.25,1.5194,-999.25
8156.5,-999.25,125.2522,-999.25,-999.25,1.4868,-999.25
8157,-999.25,124.0697,-999.25,-999.25,1.5707,-999.25
8157.5,-999.25,121.7957,-999.25,-999.25,1.5386,-999.25
8158,-999.25,117.5536,-999.25,-999.25,1.609,-999.25
8158.5,-999.25,116.214,-999.25,-999.25,1.6179,-999.25
8159,-999.25,115.2713,-999.25,-999.25,1.6769,-999.25
8159.5,-999.25,113.3033,-999.25,-999.25,1.6298,-999.25
8160,-999.25,111.972,-999.25,-999.25,1.6455,-999.25
8160.5,-999.25,110.3181,-999.25,-999.25,1.6412,-999.25
8161,-999.25,112.6748,-999.25,-999.25,1.6465,-999.25
8161.5,-999.25,111.7322,-999.25,-999.25,1.6538,-999.25
8162,-999.25,109.6153,-999.25,-999.25,1.6523,-999.25
8162.5,-999.25,111.0376,-999.25,-999.25,1.6238,-999.25
8163,-999.25,112.526,-999.25,-999.25,1.6568,-999.25
8163.5,-999.25,118.3309,-999.25,-999.25,1.6476,-999.25
8164,-999.25,115.8171,-999.25,-999.25,1.6719,-999.25
8164.5,-999.25,112.6748,-999.25,-999.25,1.5888,-999.25
8165,-999.25,110.2437,-999.25,-999.25,1.55,-999.25
8165.5,-999.25,108.6726,-999.25,-999.25,1.4777,-999.25
8166,-999.25,114.0971,-999.25,-999.25,1.4075,-999.25
8166.5,-999.25,112.1291,-999.25,-999.25,1.349,-999.25
8167,-999.25,113.0717,-999.25,-999.25,1.3275,-999.25
8167.5,-999.25,117.074,-999.25,-999.25,1.3841,-999.25
8168,-999.25,117.5453,-999.25,-999.25,1.4244,-999.25
8168.5,-999.25,118.6369,-999.25,-999.25,1.4723,-999.25
8169,-999.25,108.1103,-999.25,-999.25,1.4925,-999.25
8169.5,-999.25,110.1528,-999.25,-999.25,1.5105,-999.25
8170,-999.25,113.9235,-999.25,-999.25,1.5632,-999.25
8170.5,-999.25,120.6876,-999.25,-999.25,1.6144,-999.25
8171,-999.25,119.2819,-999.25,-999.25,1.6207,-999.25
8171.5,-999.25,117.4048,-999.25,-999.25,1.5726,-999.25
8172,-999.25,114.5685,-999.25,-999.25,1.4978,-999.25
8172.5,-999.25,115.0398,-999.25,-999.25,1.4914,-999.25
8173,-999.25,112.6831,-999.25,-999.25,1.4951,-999.25
8173.5,-999.25,108.5982,-999.25,-999.25,1.5039,-999.25
8174,-999.25,110.0122,-999.25,-999.25,1.5308,-999.25
8174.5,-999.25,111.6577,-999.25,-999.25,1.6344,-999.25
8175,-999.25,115.9081,-999.25,-999.25,1.7294,-999.25
8175.5,-999.25,114.5685,-999.25,-999.25,1.8133,-999.25
8176,-999.25,115.8998,-999.25,-999.25,1.8467,-999.25
8176.5,-999.25,121.0762,-999.25,-999.25,1.8919,-999.25
8177,-999.25,120.2907,-999.25,-999.25,1.9099,-999.25
8177.5,-999.25,119.348,-999.25,-999.25,1.9049,-999.25
8178,-999.25,114.7173,-999.25,-999.25,1.8972,-999.25
8178.5,-999.25,118.8767,-999.25,-999.25,1.8976,-999.25
8179,-999.25,122.176,-999.25,-999.25,1.896,-999.25
8179.5,-999.25,124.1441,-999.25,-999.25,1.8993,-999.25
8180,-999.25,120.2245,-999.25,-999.25,1.9076,-999.25
8180.5,-999.25,115.5194,-999.25,-999.25,1.916,-999.25
8181,-999.25,112.3772,-999.25,-999.25,1.893,-999.25
8181.5,-999.25,113.7912,-999.25,-999.25,1.8797,-999.25
8182,-999.25,117.5619,-999.25,-999.25,1.8223,-999.25
8182.5,-999.25,116.4621,-999.25,-999.25,1.7783,-999.25
8183,-999.25,113.3198,-999.25,-999.25,1.7317,-999.25
8183.5,-999.25,111.1203,-999.25,-999.25,1.7382,-999.25
8184,-999.25,111.4345,-999.25,-999.25,1.7506,-999.25
8184.5,-999.25,115.3623,-999.25,-999.25,1.7179,-999.25
8185,-999.25,113.2371,-999.25,-999.25,1.6366,-999.25
8185.5,-999.25,112.4516,-999.25,-999.25,1.5582,-999.25
8186,-999.25,109.7724,-999.25,-999.25,1.5209,-999.25
8186.5,-999.25,111.3435,-999.25,-999.25,1.5715,-999.25
8187,-999.25,111.0293,-999.25,-999.25,1.6397,-999.25
8187.5,-999.25,112.9146,-999.25,-999.25,1.7014,-999.25
8188,-999.25,115.2713,-999.25,-999.25,1.7277,-999.25
8188.5,-999.25,112.5921,-999.25,-999.25,1.7321,-999.25
8189,-999.25,111.9637,-999.25,-999.25,1.7432,-999.25
8189.5,-999.25,109.6814,-999.25,-999.25,1.7774,-999.25
8190,-999.25,116.2884,-999.25,-999.25,1.8174,-999.25
8190.5,-999.25,115.9742,-999.25,-999.25,1.869,-999.25
8191,-999.25,118.0249,-999.25,-999.25,1.8871,-999.25
8191.5,-999.25,116.2967,-999.25,-999.25,1.9182,-999.25
8192,-999.25,119.5961,-999.25,-999.25,1.9451,-999.25
8192.5,-999.25,119.4307,-999.25,-999.25,1.9267,-999.25
8193,-999.25,120.0509,-999.25,-999.25,1.8832,-999.25
8193.5,-999.25,121.1507,-999.25,-999.25,1.8349,-999.25
8194,-999.25,121.0018,-999.25,-999.25,1.8129,-999.25
8194.5,-999.25,120.299,-999.25,-999.25,1.7907,-999.25
8195,-999.25,120.4561,-999.25,-999.25,1.7254,-999.25
8195.5,-999.25,118.0911,-999.25,-999.25,1.696,-999.25
8196,-999.25,122.3332,-999.25,-999.25,1.65,-999.25
8196.5,-999.25,117.4709,-999.25,-999.25,1.6169,-999.25
8197,-999.25,119.6788,-999.25,-999.25,1.5304,-999.25
8197.5,-999.25,120.2328,-999.25,-999.25,1.4656,-999.25
8198,-999.25,123.681,-999.25,-999.25,1.4357,-999.25
8198.5,-999.25,124.6237,-999.25,-999.25,1.4638,-999.25
8199,-999.25,121.9445,-999.25,-999.25,1.5076,-999.25
8199.5,-999.25,119.9847,-999.25,-999.25,1.5044,-999.25
8200,-999.25,119.6705,-999.25,-999.25,1.459,-999.25
8200.5,-999.25,119.5961,-999.25,-999.25,1.4056,-999.25
8201,-999.25,116.5365,-999.25,-999.25,1.4153,-999.25
8201.5,-999.25,115.354,-999.25,-999.25,1.4975,-999.25
8202,-999.25,113.08,-999.25,-999.25,1.6182,-999.25
8202.5,-999.25,114.0971,-999.25,-999.25,1.6505,-999.25
8203,-999.25,110.8804,-999.25,-999.25,1.6259,-999.25
8203.5,-999.25,111.3435,-999.25,-999.25,1.5765,-999.25
8204,-999.25,115.8254,-999.25,-999.25,1.635,-999.25
8204.5,-999.25,116.6109,-999.25,-999.25,1.6637,-999.25
8205,-999.25,116.7763,-999.25,-999.25,1.7466,-999.25
8205.5,-999.25,110.806,-999.25,-999.25,1.7211,-999.25
8206,-999.25,112.22,-999.25,-999.25,1.6917,-999.25
8206.5,-999.25,112.9973,-999.25,-999.25,1.5933,-999.25
8207,-999.25,116.2884,-999.25,-999.25,1.5445,-999.25
8207.5,-999.25,118.7195,-999.25,-999.25,1.5341,-999.25
8208,-999.25,119.8276,-999.25,-999.25,1.5003,-999.25
8208.5,-999.25,118.7361,-999.25,-999.25,1.474,-999.25
8209,-999.25,117.0905,-999.25,-999.25,1.4474,-999.25
8209.5,-999.25,116.4691,-999.25,-999.25,1.4328,-999.25
8210,-999.25,115.7414,-999.25,-999.25,1.4381,-999.25
8210.5,-999.25,114.7932,-999.25,-999.25,1.4383,-999.25
8211,-999.25,112.1125,-999.25,-999.25,1.4507,-999.25
8211.5,-999.25,114.3562,-999.25,-999.25,1.4729,-999.25
8212,-999.25,113.6506,-999.25,-999.25,1.543,-999.25
8212.5,-999.25,113.5707,-999.25,-999.25,1.6679,-999.25
8213,-999.25,109.7724,-999.25,-999.25,1.8039,-999.25
8213.5,-999.25,108.3584,-999.25,-999.25,1.859,-999.25
8214,-999.25,110.9549,-999.25,-999.25,1.806,-999.25
8214.5,-999.25,110.5579,-999.25,-999.25,1.6816,-999.25
8215,-999.25,112.6004,-999.25,-999.25,1.6092,-999.25
8215.5,-999.25,111.7322,-999.25,-999.25,1.5968,-999.25
8216,-999.25,118.8105,-999.25,-999.25,1.6067,-999.25
8216.5,-999.25,120.4561,-999.25,-999.25,1.6102,-999.25
8217,-999.25,120.299,-999.25,-999.25,1.6132,-999.25
8217.5,-999.25,118.4136,-999.25,-999.25,1.6403,-999.25
8218,-999.25,116.214,-999.25,-999.25,1.6836,-999.25
8218.5,-999.25,113.386,-999.25,-999.25,1.7131,-999.25
8219,-999.25,108.5072,-999.25,-999.25,1.7573,-999.25
8219.5,-999.25,109.4582,-999.25,-999.25,1.7725,-999.25
8220,-999.25,113.1544,-999.25,-999.25,1.7372,-999.25
8220.5,-999.25,117.2477,-999.25,-999.25,1.6512,-999.25
8221,-999.25,115.6765,-999.25,-999.25,1.5989,-999.25
8221.5,-999.25,116.6109,-999.25,-999.25,1.5856,-999.25
8222,-999.25,114.246,-999.25,-999.25,1.5666,-999.25
8222.5,-999.25,116.7598,-999.25,-999.25,1.5217,-999.25
8223,-999.25,115.8998,-999.25,-999.25,1.5304,-999.25
8223.5,-999.25,118.8849,-999.25,-999.25,1.5501,-999.25
8224,-999.25,119.902,-999.25,-999.25,1.5674,-999.25
8224.5,-999.25,118.5707,-999.25,-999.25,1.5613,-999.25
8225,-999.25,118.8849,-999.25,-999.25,1.6709,-999.25
8225.5,-999.25,119.4307,-999.25,-999.25,1.7374,-999.25
8226,-999.25,119.4307,-999.25,-999.25,1.7265,-999.25
8226.5,-999.25,120.4561,-999.25,-999.25,1.7212,-999.25
8227,-999.25,115.7509,-999.25,-999.25,1.6974,-999.25
8227.5,-999.25,118.4963,-999.25,-999.25,1.6921,-999.25
8228,-999.25,114.6512,-999.25,-999.25,1.5999,-999.25
8228.5,-999.25,118.8849,-999.25,-999.25,1.648,-999.25
8229,-999.25,117.4709,-999.25,-999.25,1.6657,-999.25
8229.5,-999.25,119.7449,-999.25,-999.25,1.7083,-999.25
8230,-999.25,116.768,-999.25,-999.25,1.7491,-999.25
8230.5,-999.25,112.4433,-999.25,-999.25,1.7944,-999.25
8231,-999.25,112.1291,-999.25,-999.25,1.8216,-999.25
8231.5,-999.25,112.7493,-999.25,-999.25,1.7534,-999.25
8232,-999.25,114.6346,-999.25,-999.25,1.722,-999.25
8232.5,-999.25,114.3948,-999.25,-999.25,1.6732,-999.25
8233,-999.25,114.4775,-999.25,-999.25,1.5896,-999.25
8233.5,-999.25,117.628,-999.25,-999.25,1.6118,-999.25
8234,-999.25,112.9973,-999.25,-999.25,1.6042,-999.25
8234.5,-999.25,112.526,-999.25,-999.25,1.665,-999.25
8235,-999.25,109.7724,-999.25,-999.25,1.6406,-999.25
8235.5,-999.25,110.4835,-999.25,-999.25,1.6121,-999.25
8236,-999.25,112.2118,-999.25,-999.25,1.6105,-999.25
8236.5,-999.25,111.112,-999.25,-999.25,1.6115,-999.25
8237,-999.25,106.0761,-999.25,-999.25,1.6418,-999.25
8237.5,-999.25,104.9019,-999.25,-999.25,1.6249,-999.25
8238,-999.25,108.3584,-999.25,-999.25,1.6022,-999.25
8238.5,-999.25,114.2542,-999.25,-999.25,1.6615,-999.25
8239,-999.25,120.0674,-999.25,-999.25,1.6927,-999.25
8239.5,-999.25,116.9996,-999.25,-999.25,1.7201,-999.25
8240,-999.25,115.3457,-999.25,-999.25,1.6352,-999.25
8240.5,-999.25,110.5497,-999.25,-999.25,1.6061,-999.25
8241,-999.25,114.4031,-999.25,-999.25,1.6489,-999.25
8241.5,-999.25,114.4113,-999.25,-999.25,1.7313,-999.25
8242,-999.25,114.9571,-999.25,-999.25,1.7615,-999.25
8242.5,-999.25,113.1462,-999.25,-999.25,1.7405,-999.25
8243,-999.25,117.3055,-999.25,-999.25,1.6699,-999.25
8243.5,-999.25,115.8171,-999.25,-999.25,1.7072,-999.25
8244,-999.25,111.8893,-999.25,-999.25,1.7257,-999.25
8244.5,-999.25,110.7895,-999.25,-999.25,1.7648,-999.25
8245,-999.25,110.7068,-999.25,-999.25,1.7753,-999.25
8245.5,-999.25,114.1633,-999.25,-999.25,1.7767,-999.25
8246,-999.25,111.5668,-999.25,-999.25,1.7866,-999.25
8246.5,-999.25,116.2057,-999.25,-999.25,1.6876,-999.25
8247,-999.25,115.0315,-999.25,-999.25,1.7119,-999.25
8247.5,-999.25,115.3457,-999.25,-999.25,1.7531,-999.25
8248,-999.25,111.1781,-999.25,-999.25,1.8127,-999.25
8248.5,-999.25,112.9808,-999.25,-999.25,1.6904,-999.25
8249,-999.25,119.8193,-999.25,-999.25,1.6623,-999.25
8249.5,-999.25,115.8915,-999.25,-999.25,1.6922,-999.25
8250,-999.25,117.5453,-999.25,-999.25,1.7552,-999.25
8250.5,-999.25,115.8171,-999.25,-999.25,1.6796,-999.25
8251,-999.25,118.0167,-999.25,-999.25,1.6767,-999.25
8251.5,-999.25,116.4731,-999.25,-999.25,1.6854,-999.25
8252,-999.25,119.8469,-999.25,-999.25,1.73,-999.25
8252.5,-999.25,122.3607,-999.25,-999.25,1.6656,-999.25
8253,-999.25,119.4224,-999.25,-999.25,1.6367,-999.25
8253.5,-999.25,110.4753,-999.25,-999.25,1.6132,-999.25
8254,-999.25,110.9466,-999.25,-999.25,1.6085,-999.25
8254.5,-999.25,113.1462,-999.25,-999.25,1.6109,-999.25
8255,-999.25,115.0315,-999.25,-999.25,1.7386,-999.25
8255.5,-999.25,112.3606,-999.25,-999.25,1.7347,-999.25
8256,-999.25,115.0398,-999.25,-999.25,1.7206,-999.25
8256.5,-999.25,118.6451,-999.25,-999.25,1.6668,-999.25
8257,-999.25,123.0443,-999.25,-999.25,1.6418,-999.25
8257.5,-999.25,124.7643,-999.25,-999.25,1.6943,-999.25
8258,-999.25,120.762,-999.25,-999.25,1.6854,-999.25
8258.5,-999.25,116.9913,-999.25,-999.25,1.7105,-999.25
8259,-999.25,117.934,-999.25,-999.25,1.7652,-999.25
8259.5,-999.25,121.4732,-999.25,-999.25,1.744,-999.25
8260,-999.25,117.7107,-999.25,-999.25,1.8111,-999.25
8260.5,-999.25,110.3347,-999.25,-999.25,1.7491,-999.25
8261,-999.25,108.1351,-999.25,-999.25,1.7306,-999.25
8261.5,-999.25,114.1798,-999.25,-999.25,1.6599,-999.25
8262,-999.25,115.7509,-999.25,-999.25,1.6473,-999.25
8262.5,-999.25,119.8359,-999.25,-999.25,1.7011,-999.25
8263,-999.25,119.2901,-999.25,-999.25,1.8206,-999.25
8263.5,-999.25,117.4792,-999.25,-999.25,1.818,-999.25
8264,-999.25,116.2223,-999.25,-999.25,1.7205,-999.25
8264.5,-999.25,113.7085,-999.25,-999.25,1.6078,-999.25
8265,-999.25,116.1479,-999.25,-999.25,1.5889,-999.25
8265.5,-999.25,110.0122,-999.25,-999.25,1.5748,-999.25
8266,-999.25,109.698,-999.25,-999.25,1.5913,-999.25
8266.5,-999.25,111.5006,-999.25,-999.25,1.7277,-999.25
8267,-999.25,111.9802,-999.25,-999.25,1.8702,-999.25
8267.5,-999.25,115.5856,-999.25,-999.25,1.884,-999.25
8268,-999.25,113.1544,-999.25,-999.25,1.7294,-999.25
8268.5,-999.25,115.5111,-999.25,-999.25,1.5775,-999.25
8269,-999.25,113.3116,-999.25,-999.25,1.5182,-999.25
8269.5,-999.25,115.8254,-999.25,-999.25,1.4645,-999.25
8270,-999.25,115.3457,-999.25,-999.25,1.5023,-999.25
8270.5,-999.25,114.7173,-999.25,-999.25,1.4743,-999.25
8271,-999.25,110.6324,-999.25,-999.25,1.5889,-999.25
8271.5,-999.25,111.8148,-999.25,-999.25,1.5676,-999.25
8272,-999.25,111.9802,-999.25,-999.25,1.5741,-999.25
8272.5,-999.25,116.3794,-999.25,-999.25,1.5401,-999.25
8273,-999.25,118.579,-999.25,-999.25,1.5339,-999.25
8273.5,-999.25,120.6132,-999.25,-999.25,1.6107,-999.25
8274,-999.25,120.762,-999.25,-999.25,1.609,-999.25
8274.5,-999.25,121.4732,-999.25,-999.25,1.6283,-999.25
8275,-999.25,126.5008,-999.25,-999.25,1.6875,-999.25
8275.5,-999.25,123.5239,-999.25,-999.25,1.7085,-999.25
8276,-999.25,123.2014,-999.25,-999.25,1.7237,-999.25
8276.5,-999.25,124.4583,-999.25,-999.25,1.7246,-999.25
8277,-999.25,128.229,-999.25,-999.25,1.7337,-999.25
8277.5,-999.25,131.454,-999.25,-999.25,1.7267,-999.25
8278,-999.25,125.9633,-999.25,-999.25,1.7782,-999.25
8278.5,-999.25,127.5344,-999.25,-999.25,1.7943,-999.25
8279,-999.25,124.5493,-999.25,-999.25,1.7954,-999.25
8279.5,-999.25,130.9826,-999.25,-999.25,1.7603,-999.25
8280,-999.25,130.1888,-999.25,-999.25,1.7707,-999.25
8280.5,-999.25,134.588,-999.25,-999.25,1.8031,-999.25
8281,-999.25,135.2164,-999.25,-999.25,1.7068,-999.25
8281.5,-999.25,140.0952,-999.25,-999.25,1.7762,-999.25
8282,-999.25,137.2672,-999.25,-999.25,1.802,-999.25
8282.5,-999.25,134.9187,-999.25,-999.25,1.8364,-999.25
8283,-999.25,131.3051,-999.25,-999.25,1.7993,-999.25
8283.5,-999.25,138.4496,-999.25,-999.25,1.8686,-999.25
8284,-999.25,138.5985,-999.25,-999.25,1.9013,-999.25
8284.5,-999.25,143.5434,-999.25,-999.25,1.8571,-999.25
8285,-999.25,138.3669,-999.25,-999.25,1.8537,-999.25
8285.5,-999.25,146.0738,-999.25,-999.25,1.9791,-999.25
8286,-999.25,141.2032,-999.25,-999.25,2.0181,-999.25
8286.5,-999.25,136.8041,-999.25,-999.25,1.9556,-999.25
8287,-999.25,132.5538,-999.25,-999.25,1.9771,-999.25
8287.5,-999.25,134.9105,-999.25,-999.25,2.0259,-999.25
8288,-999.25,136.3162,-999.25,-999.25,2.0363,-999.25
8288.5,-999.25,129.4032,-999.25,-999.25,2.002,-999.25
8289,-999.25,128.2207,-999.25,-999.25,1.9662,-999.25
8289.5,-999.25,127.7577,-999.25,-999.25,1.9378,-999.25
8290,-999.25,129.2544,-999.25,-999.25,1.9769,-999.25
8290.5,-999.25,132.7109,-999.25,-999.25,1.9619,-999.25
8291,-999.25,134.1993,-999.25,-999.25,1.9344,-999.25
8291.5,-999.25,133.4965,-999.25,-999.25,1.9064,-999.25
8292,-999.25,130.5113,-999.25,-999.25,1.8964,-999.25
8292.5,-999.25,128.8575,-999.25,-999.25,1.8906,-999.25
8293,-999.25,127.9065,-999.25,-999.25,1.7985,-999.25
8293.5,-999.25,123.8298,-999.25,-999.25,1.8363,-999.25
8294,-999.25,123.4412,-999.25,-999.25,1.8686,-999.25
8294.5,-999.25,125.8806,-999.25,-999.25,1.7551,-999.25
8295,-999.25,129.3371,-999.25,-999.25,1.7482,-999.25
8295.5,-999.25,130.9826,-999.25,-999.25,1.7632,-999.25
8296,-999.25,131.5367,-999.25,-999.25,1.7862,-999.25
8296.5,-999.25,126.509,-999.25,-999.25,1.7931,-999.25
8297,-999.25,126.9887,-999.25,-999.25,1.8823,-999.25
8297.5,-999.25,122.2753,-999.25,-999.25,1.9196,-999.25
8298,-999.25,125.2522,-999.25,-999.25,1.824,-999.25
8298.5,-999.25,127.1292,-999.25,-999.25,1.8244,-999.25
8299,-999.25,130.8917,-999.25,-999.25,1.9048,-999.25
8299.5,-999.25,132.7853,-999.25,-999.25,1.9554,-999.25
8300,-999.25,131.2968,-999.25,-999.25,1.8879,-999.25
8300.5,-999.25,131.7765,-999.25,-999.25,1.9662,-999.25
8301,-999.25,132.4793,-999.25,-999.25,1.963,-999.25
8301.5,-999.25,129.2627,-999.25,-999.25,1.8769,-999.25
8302,-999.25,132.4793,-999.25,-999.25,1.7842,-999.25
8302.5,-999.25,132.5538,-999.25,-999.25,1.7424,-999.25
8303,-999.25,136.9529,-999.25,-999.25,1.7317,-999.25
8303.5,-999.25,133.8107,-999.25,-999.25,1.7317,-999.25
8304,-999.25,133.6536,-999.25,-999.25,1.7359,-999.25
8304.5,-999.25,129.4032,-999.25,-999.25,1.7445,-999.25
8305,-999.25,127.8321,-999.25,-999.25,1.6566,-999.25
8305.5,-999.25,126.1121,-999.25,-999.25,1.6397,-999.25
8306,-999.25,129.0229,-999.25,-999.25,1.6093,-999.25
8306.5,-999.25,133.3476,-999.25,-999.25,1.6303,-999.25
8307,-999.25,133.6618,-999.25,-999.25,1.6466,-999.25
8307.5,-999.25,129.3453,-999.25,-999.25,1.6609,-999.25
8308,-999.25,130.1227,-999.25,-999.25,1.7065,-999.25
8308.5,-999.25,132.7109,-999.25,-999.25,1.6777,-999.25
8309,-999.25,135.2247,-999.25,-999.25,1.6438,-999.25
8309.5,-999.25,131.5367,-999.25,-999.25,1.5913,-999.25
8310,-999.25,126.1204,-999.25,-999.25,1.5552,-999.25
8310.5,-999.25,131.7765,-999.25,-999.25,1.6061,-999.25
8311,-999.25,132.4876,-999.25,-999.25,1.527,-999.25
8311.5,-999.25,132.8018,-999.25,-999.25,1.5902,-999.25
8312,-999.25,130.9165,-999.25,-999.25,1.5794,-999.25
8312.5,-999.25,132.1734,-999.25,-999.25,1.6064,-999.25
8313,-999.25,136.4072,-999.25,-999.25,1.5717,-999.25
8313.5,-999.25,135.4645,-999.25,-999.25,1.5963,-999.25
8314,-999.25,131.0653,-999.25,-999.25,1.5692,-999.25
8314.5,-999.25,132.4793,-999.25,-999.25,1.6012,-999.25
8315,-999.25,131.3713,-999.25,-999.25,1.6521,-999.25
8315.5,-999.25,132.4628,-999.25,-999.25,1.8369,-999.25
8316,-999.25,133.8851,-999.25,-999.25,1.83,-999.25
8316.5,-999.25,137.6558,-999.25,-999.25,1.8129,-999.25
8317,-999.25,142.609,-999.25,-999.25,1.7757,-999.25
8317.5,-999.25,137.5731,-999.25,-999.25,1.7874,-999.25
8318,-999.25,134.1166,-999.25,-999.25,1.7614,-999.25
8318.5,-999.25,132.3057,-999.25,-999.25,1.7053,-999.25
8319,-999.25,142.5263,-999.25,-999.25,1.7161,-999.25
8319.5,-999.25,143.1548,-999.25,-999.25,1.7269,-999.25
8320,-999.25,144.4117,-999.25,-999.25,1.7179,-999.25
8320.5,-999.25,140.0125,-999.25,-999.25,1.7436,-999.25
8321,-999.25,138.1271,-999.25,-999.25,1.7515,-999.25
8321.5,-999.25,139.0698,-999.25,-999.25,1.8139,-999.25
8322,-999.25,135.5306,-999.25,-999.25,1.936,-999.25
8322.5,-999.25,138.8383,-999.25,-999.25,1.9329,-999.25
8323,-999.25,141.5175,-999.25,-999.25,1.9043,-999.25
8323.5,-999.25,136.0929,-999.25,-999.25,1.9098,-999.25
8324,-999.25,138.6812,-999.25,-999.25,1.9226,-999.25
8324.5,-999.25,136.002,-999.25,-999.25,1.9595,-999.25
8325,-999.25,141.5009,-999.25,-999.25,1.8811,-999.25
8325.5,-999.25,131.3713,-999.25,-999.25,1.8817,-999.25
8326,-999.25,129.4115,-999.25,-999.25,1.8939,-999.25
8326.5,-999.25,132.562,-999.25,-999.25,1.829,-999.25
8327,-999.25,143.2375,-999.25,-999.25,1.8766,-999.25
8327.5,-999.25,139.7065,-999.25,-999.25,1.9728,-999.25
8328,-999.25,138.0527,-999.25,-999.25,2.0013,-999.25
8328.5,-999.25,131.2224,-999.25,-999.25,1.9881,-999.25
8329,-999.25,135.4562,-999.25,-999.25,1.9176,-999.25
8329.5,-999.25,134.1993,-999.25,-999.25,1.9818,-999.25
8330,-999.25,135.2247,-999.25,-999.25,2.0444,-999.25
8330.5,-999.25,131.4622,-999.25,-999.25,2.0594,-999.25
8331,-999.25,127.46,-999.25,-999.25,2.1677,-999.25
8331.5,-999.25,128.6342,-999.25,-999.25,2.1447,-999.25
8332,-999.25,126.6662,-999.25,-999.25,2.126,-999.25
8332.5,-999.25,126.7406,-999.25,-999.25,2.0601,-999.25
8333,-999.25,124.3012,-999.25,-999.25,2.2615,-999.25
