depth,cali,gr,density,nphi,res,sonic
6575,9.1438,106.1611,2.4012,0.4697,-999.25,108.7294
6575.5,9.1438,105.5573,2.406,0.4729,-999.25,109.0046
6576,9.1438,106.9895,2.4069,0.4712,-999.25,108.8581
6576.5,9.1438,106.9391,2.4073,0.4689,-999.25,108.6653
6577,9.1438,105.2243,2.4062,0.4681,-999.25,108.593
6577.5,9.1438,104.3457,2.4024,0.4639,-999.25,108.227
6578,9.1438,105.1238,2.4033,0.4601,-999.25,107.8987
6578.5,9.1438,108.3415,2.4023,0.4622,-999.25,108.0799
6579,9.1438,108.2965,2.3971,0.4707,-999.25,108.8202
6579.5,9.1438,105.0789,2.3934,0.47,-999.25,108.7549
6580,9.1438,101.3763,2.3844,0.4609,-999.25,107.9659
6580.5,9.1438,101.6303,2.3702,0.4526,-999.25,107.2531
6581,9.1438,102.4513,2.3743,0.4528,-999.25,107.2632
6581.5,9.1438,100.7494,2.3917,0.4542,-999.25,107.3841
6582,9.1438,100.7935,2.4035,0.456,-999.25,107.5461
6582.5,9.1438,101.8125,2.4051,0.4598,-999.25,107.8743
6583,9.1438,99.3981,2.4013,0.4585,-999.25,107.7646
6583.5,9.1438,92.3611,2.3859,0.4449,-999.25,106.5825
6584,9.1424,92.9325,2.3627,0.4268,-999.25,105.0175
6584.5,9.1755,98.7276,2.3515,0.4273,-999.25,105.0577
6585,9.1633,98.6046,2.3561,0.436,-999.25,105.8161
6585.5,9.1422,95.0149,2.3609,0.4353,-999.25,105.7552
6586,9.1438,95.3551,2.3642,0.4298,-999.25,105.2759
6586.5,9.1439,99.6836,2.3667,0.428,-999.25,105.1197
6587,9.1428,104.2732,2.3727,0.4297,-999.25,105.2688
6587.5,9.169,106.1656,2.3884,0.4381,-999.25,105.9978
6588,9.1849,105.6037,2.4009,0.4485,-999.25,106.8924
6588.5,9.2431,102.7418,2.3994,0.4546,-999.25,107.4218
6589,9.2411,99.248,2.3951,0.4528,-999.25,107.2635
6589.5,9.2414,99.7542,2.3962,0.4425,-999.25,106.3708
6590,9.2414,101.8771,2.4023,0.4436,-999.25,106.4745
6590.5,9.2414,100.6462,2.4066,0.4485,-999.25,106.8933
6591,9.2414,97.4484,2.4046,0.451,-999.25,107.1121
6591.5,9.2411,96.0967,2.4021,0.454,-999.25,107.371
6592,9.2371,96.6835,2.3999,0.4588,-999.25,107.7864
6592.5,9.2096,100.6745,2.3934,0.4585,-999.25,107.7628
6593,9.2393,100.3926,2.3855,0.4609,-999.25,107.9723
6593.5,9.2136,96.5717,2.3828,0.4641,-999.25,108.2426
6594,9.2311,94.8929,2.3848,0.4483,-999.25,106.8752
6594.5,9.2147,97.4974,2.3897,0.4307,-999.25,105.357
6595,9.2314,100.4069,2.3888,0.4348,-999.25,105.7112
6595.5,9.2134,102.1234,2.3777,0.4488,-999.25,106.9164
6596,9.2403,102.7835,2.3671,0.4597,-999.25,107.8647
6596.5,9.1848,102.7498,2.3728,0.4711,-999.25,108.8488
6597,9.1917,102.5835,2.3826,0.4809,-999.25,109.7011
6597.5,9.2195,103.9889,2.3822,0.4792,-999.25,109.5512
6598,9.2227,105.8457,2.3814,0.4765,-999.25,109.3217
6598.5,9.2431,105.8302,2.3834,0.48,-999.25,109.6261
6599,9.2428,107.0182,2.3856,0.4797,-999.25,109.5952
6599.5,9.2404,106.9181,2.3876,0.4751,-999.25,109.1979
6600,9.2112,107.2622,2.3895,0.4759,-999.25,109.2708
6600.5,9.2436,107.9825,2.3873,0.4756,-999.25,109.2374
6601,9.2421,106.6963,2.3834,0.4739,-999.25,109.0982
6601.5,9.2132,103.5382,2.3848,0.4743,-999.25,109.1277
6602,9.2395,101.2373,2.3884,0.4772,-999.25,109.3793
6602.5,9.2098,101.521,2.3855,0.4791,-999.25,109.5463
6603,9.2198,100.8824,2.3824,0.4742,-999.25,109.1221
6603.5,9.2429,100.3983,2.3889,0.4678,-999.25,108.5698
6604,9.2435,100.104,2.3967,0.4656,-999.25,108.3771
6604.5,9.2327,98.092,2.3943,0.4686,-999.25,108.6395
6605,9.1845,99.1474,2.3864,0.4706,-999.25,108.8055
6605.5,9.2434,103.8415,2.381,0.4707,-999.25,108.8191
6606,9.2414,106.0765,2.3796,0.4705,-999.25,108.7999
6606.5,9.2414,105.7199,2.3808,0.467,-999.25,108.4949
6607,9.2411,105.6402,2.3815,0.4614,-999.25,108.0134
6607.5,9.2392,104.7149,2.3818,0.4582,-999.25,107.7322
6608,9.1764,103.8636,2.3828,0.4522,-999.25,107.2149
6608.5,9.1422,103.31,2.381,0.4468,-999.25,106.7485
6609,9.1438,102.7681,2.3787,0.4457,-999.25,106.6509
6609.5,9.1438,105.238,2.3825,0.4428,-999.25,106.399
6610,9.1438,107.2753,2.3854,0.4439,-999.25,106.4968
6610.5,9.1438,104.5494,2.3764,0.4511,-999.25,107.1165
6611,9.1438,103.1573,2.3768,0.4572,-999.25,107.6519
6611.5,9.1438,104.1338,2.384,0.4541,-999.25,107.3765
6612,9.1438,104.6068,2.389,0.4542,-999.25,107.3862
6612.5,9.1438,104.9217,2.3902,0.4606,-999.25,107.9465
6613,9.1438,104.3671,2.3913,0.4673,-999.25,108.5205
6613.5,9.1428,104.3922,2.3954,0.4702,-999.25,108.7779
6614,9.1533,104.7241,2.4043,0.471,-999.25,108.839
6614.5,9.1721,103.6125,2.4116,0.469,-999.25,108.6657
6615,9.143,102.057,2.4108,0.4649,-999.25,108.3181
6615.5,9.144,102.1729,2.4074,0.4672,-999.25,108.5156
6616,9.1438,103.5719,2.405,0.4792,-999.25,109.55
6616.5,9.1438,105.2806,2.4039,0.4776,-999.25,109.4151
6617,9.1438,104.5554,2.4042,0.4699,-999.25,108.7498
6617.5,9.1438,102.7455,2.4019,0.4682,-999.25,108.6012
6618,9.1438,100.9775,2.3915,0.4645,-999.25,108.2817
6618.5,9.1438,99.1161,2.3828,0.4517,-999.25,107.17
6619,9.1441,96.8851,2.3794,0.4421,-999.25,106.3433
6619.5,9.1443,97.3865,2.3803,0.448,-999.25,106.8551
6620,9.2032,99.251,2.3861,0.4615,-999.25,108.0218
6620.5,9.2432,100.0639,2.389,0.4683,-999.25,108.6068
6621,9.243,100.3029,2.3825,0.4732,-999.25,109.0372
6621.5,9.2105,101.7534,2.3747,0.4722,-999.25,108.9493
6622,9.2184,104.7239,2.3761,0.4621,-999.25,108.0706
6622.5,9.2428,105.8011,2.3792,0.4555,-999.25,107.4977
6623,9.2414,102.8433,2.3811,0.4624,-999.25,108.1016
6623.5,9.2414,100.2964,2.3837,0.4678,-999.25,108.5671
6624,9.2414,102.3533,2.3854,0.4685,-999.25,108.6283
6624.5,9.2414,105.7002,2.387,0.473,-999.25,109.0141
6625,9.2414,105.5177,2.388,0.4834,-999.25,109.9141
6625.5,9.2414,105.6846,2.3893,0.4818,-999.25,109.7772
6626,9.2412,106.2239,2.3899,0.4757,-999.25,109.2535
6626.5,9.2406,105.0211,2.3895,0.4734,-999.25,109.0474
6627,9.1875,104.338,2.3934,0.4748,-999.25,109.1688
6627.5,9.2174,104.5163,2.3988,0.4735,-999.25,109.0578
6628,9.2428,102.6,2.3958,0.4723,-999.25,108.954
6628.5,9.2423,101.8086,2.3873,0.4781,-999.25,109.4551
6629,9.2135,103.159,2.3814,0.4778,-999.25,109.4303
6629.5,9.2318,102.6537,2.3784,0.4731,-999.25,109.0251
6630,9.2288,99.4786,2.3761,0.4703,-999.25,108.7865
6630.5,9.2069,95.5696,2.372,0.4741,-999.25,109.111
6631,9.2098,95.9718,2.3657,0.4807,-999.25,109.6806
6631.5,9.2099,97.5334,2.3594,0.4834,-999.25,109.9139
6632,9.2429,96.8701,2.3556,0.4814,-999.25,109.7404
6632.5,9.2411,95.7269,2.3528,0.4826,-999.25,109.8443
6633,9.2414,97.0215,2.3459,0.4854,-999.25,110.0873
6633.5,9.2414,98.5164,2.3412,0.4907,-999.25,110.5529
6634,9.2414,97.9303,2.3474,0.4978,-999.25,111.1629
6634.5,9.2414,96.4583,2.3547,0.4961,-999.25,111.0211
6635,9.2414,98.1496,2.3565,0.4944,-999.25,110.869
6635.5,9.2414,100.2612,2.3565,0.4963,-999.25,111.0302
6636,9.2414,99.4197,2.3561,0.4972,-999.25,111.1147
6636.5,9.2414,98.4599,2.3548,0.4951,-999.25,110.9275
6637,9.2414,97.0363,2.3529,0.4905,-999.25,110.5343
6637.5,9.2414,95.3744,2.3578,0.4838,-999.25,109.951
6638,9.2414,96.5101,2.3576,0.4806,-999.25,109.6741
6638.5,9.2414,100.527,2.3495,0.4851,-999.25,110.0651
6639,9.2414,100.4525,2.3375,0.4954,-999.25,110.9578
6639.5,9.2414,98.5368,2.3317,0.5085,-999.25,112.0896
6640,9.2414,97.1451,2.3347,0.5187,-999.25,112.9756
6640.5,9.2414,97.237,2.3395,0.5181,-999.25,112.9206
6641,9.2414,96.1694,2.3392,0.516,-999.25,112.7369
6641.5,9.2414,94.8654,2.3385,0.5178,-999.25,112.8977
6642,9.2414,93.8814,2.337,0.5226,-999.25,113.3156
6642.5,9.2414,92.6448,2.3342,0.5285,-999.25,113.8238
6643,9.2414,93.2743,2.3377,0.5373,-999.25,114.5856
6643.5,9.2414,94.193,2.3375,0.545,-999.25,115.2511
6644,9.2414,93.2646,2.3325,0.5506,-999.25,115.7378
6644.5,9.2414,90.9192,2.3287,0.5541,-999.25,116.0408
6645,9.2414,89.739,2.3317,0.553,-999.25,115.9447
6645.5,9.2414,90.152,2.3393,0.5479,-999.25,115.5023
6646,9.2414,90.2505,2.3446,0.5444,-999.25,115.198
6646.5,9.2414,91.8222,2.3383,0.5494,-999.25,115.6336
6647,9.2412,95.5935,2.3226,0.5549,-999.25,116.1095
6647.5,9.2431,95.208,2.3098,0.5526,-999.25,115.9059
6648,9.224,93.1398,2.3123,0.5474,-999.25,115.4613
6648.5,9.1929,93.3886,2.3214,0.5484,-999.25,115.5494
6649,9.2283,92.7962,2.3297,0.5482,-999.25,115.5292
6649.5,9.2426,91.5188,2.3323,0.5436,-999.25,115.1313
6650,9.2414,92.1972,2.3303,0.544,-999.25,115.1681
6650.5,9.2414,93.7333,2.3308,0.5454,-999.25,115.285
6651,9.2414,95.1492,2.3367,0.5404,-999.25,114.8544
6651.5,9.2414,95.5571,2.3441,0.5309,-999.25,114.0328
6652,9.2414,94.8956,2.3428,0.5269,-999.25,113.6877
6652.5,9.2414,94.2987,2.3395,0.5267,-999.25,113.6644
6653,9.2414,95.4767,2.3404,0.5216,-999.25,113.2248
6653.5,9.2414,95.3051,2.343,0.5171,-999.25,112.839
6654,9.2414,92.9732,2.3446,0.5199,-999.25,113.0783
6654.5,9.2414,91.6176,2.3451,0.5232,-999.25,113.3669
6655,9.2414,92.1761,2.3442,0.5186,-999.25,112.9634
6655.5,9.2414,93.1861,2.3443,0.5122,-999.25,112.4097
6656,9.2412,94.6855,2.3461,0.5122,-999.25,112.4152
6656.5,9.243,93.9541,2.3482,0.5133,-999.25,112.5027
6657,9.2098,92.0203,2.348,0.5145,-999.25,112.6109
6657.5,9.2198,90.751,2.3456,0.5149,-999.25,112.6461
6658,9.2429,90.1698,2.3411,0.5147,-999.25,112.6271
6658.5,9.2414,92.4302,2.3354,0.515,-999.25,112.6521
6659,9.2414,93.8107,2.3307,0.5143,-999.25,112.5892
6659.5,9.2414,92.0729,2.3273,0.5144,-999.25,112.6036
6660,9.2414,89.6546,2.3237,0.5176,-999.25,112.8768
6660.5,9.2414,88.2796,2.325,0.5174,-999.25,112.8603
6661,9.2414,88.7969,2.33,0.5143,-999.25,112.59
6661.5,9.2414,90.8689,2.3293,0.5131,-999.25,112.4867
6662,9.2414,92.3143,2.3267,0.5142,-999.25,112.5859
6662.5,9.2414,90.946,2.3254,0.5142,-999.25,112.5827
6663,9.2414,89.8468,2.3238,0.5145,-999.25,112.6101
6663.5,9.2414,90.9242,2.3222,0.5131,-999.25,112.4927
6664,9.2414,92.1566,2.3233,0.5099,-999.25,112.2145
6664.5,9.2414,93.2079,2.3259,0.5079,-999.25,112.0418
6665,9.2414,94.4526,2.325,0.5058,-999.25,111.8571
6665.5,9.2414,94.2656,2.3221,0.504,-999.25,111.6973
6666,9.2414,92.7548,2.3273,0.5012,-999.25,111.4554
6666.5,9.2414,90.886,2.3457,0.4985,-999.25,111.2244
6667,9.2414,90.1567,2.3636,0.4964,-999.25,111.0443
6667.5,9.2414,91.1548,2.3723,0.4893,-999.25,110.4291
6668,9.2414,91.8505,2.3764,0.485,-999.25,110.0518
6668.5,9.2412,92.0113,2.3788,0.4886,-999.25,110.3706
6669,9.243,92.4763,2.3832,0.4912,-999.25,110.5941
6669.5,9.1845,94.0725,2.3913,0.4908,-999.25,110.5608
6670,9.2435,93.9365,2.3903,0.4889,-999.25,110.3909
6670.5,9.2414,92.7594,2.3827,0.4841,-999.25,109.9815
6671,9.2414,93.2908,2.3758,0.48,-999.25,109.6254
6671.5,9.2414,93.2851,2.372,0.4806,-999.25,109.674
6672,9.2431,92.6629,2.3663,0.4833,-999.25,109.9114
6672.5,9.2354,93.4126,2.3557,0.4877,-999.25,110.2931
6673,9.1678,95.2258,2.3429,0.4917,-999.25,110.6389
6673.5,9.1425,96.2907,2.3432,0.4892,-999.25,110.4177
6674,9.1438,96.1564,2.3507,0.4864,-999.25,110.1811
6674.5,9.1438,95.6991,2.3573,0.4909,-999.25,110.5644
6675,9.1438,96.8689,2.3583,0.4977,-999.25,111.1514
6675.5,9.1438,97.9225,2.3603,0.5045,-999.25,111.7449
6676,9.1436,96.9221,2.3632,0.5042,-999.25,111.7226
6676.5,9.144,95.9497,2.36,0.5037,-999.25,111.6742
6677,9.0877,96.5927,2.361,0.5047,-999.25,111.76
6677.5,9.102,96.2726,2.3676,0.5061,-999.25,111.8825
6678,9.1227,94.7952,2.3741,0.5048,-999.25,111.7684
6678.5,9.0882,96.149,2.3731,0.4997,-999.25,111.3278
6679,9.124,100.6663,2.3652,0.4978,-999.25,111.1666
6679.5,9.1173,102.5183,2.3571,0.5017,-999.25,111.5026
6680,9.1462,99.9434,2.3552,0.5044,-999.25,111.7375
6680.5,9.139,97.2376,2.3564,0.5011,-999.25,111.4464
6681,9.1124,96.1526,2.3614,0.4942,-999.25,110.8531
6681.5,9.1354,95.3112,2.3688,0.4954,-999.25,110.9568
6682,9.0817,95.6801,2.3754,0.4983,-999.25,111.2108
6682.5,9.0906,97.6013,2.385,0.4964,-999.25,111.0429
6683,9.108,100.4286,2.3909,0.4949,-999.25,110.9142
6683.5,9.1452,102.873,2.387,0.4971,-999.25,111.0992
6684,9.1436,102.4572,2.384,0.4985,-999.25,111.2262
6684.5,9.1435,100.4891,2.39,0.4959,-999.25,110.9966
6685,9.1393,98.9097,2.3981,0.4897,-999.25,110.4631
6685.5,9.112,97.8576,2.4004,0.4902,-999.25,110.5036
6686,9.1454,97.3577,2.3949,0.4937,-999.25,110.8058
6686.5,9.1435,98.4404,2.3884,0.4955,-999.25,110.962
6687,9.1438,97.9103,2.3912,0.4937,-999.25,110.8108
6687.5,9.1438,94.9745,2.4037,0.4904,-999.25,110.526
6688,9.146,95.4787,2.417,0.4854,-999.25,110.0894
6688.5,9.0869,97.2127,2.4135,0.4826,-999.25,109.8492
6689,9.1062,96.899,2.4002,0.4854,-999.25,110.09
6689.5,9.1458,96.3842,2.3905,0.49,-999.25,110.4885
6690,9.1438,95.3684,2.3873,0.4866,-999.25,110.1911
6690.5,9.1438,95.631,2.3903,0.4796,-999.25,109.5876
6691,9.1438,96.7966,2.3885,0.4838,-999.25,109.9518
6691.5,9.1435,98.4425,2.3801,0.4828,-999.25,109.8683
6692,9.1454,101.3232,2.381,0.4771,-999.25,109.3699
6692.5,9.1246,100.6366,2.3867,0.4702,-999.25,108.7771
6693,9.109,96.6666,2.3926,0.4728,-999.25,108.995
6693.5,9.1248,96.7741,2.3971,0.4798,-999.25,109.6084
6694,9.0998,97.9634,2.3968,0.4843,-999.25,109.9922
6694.5,9.0684,99.5015,2.3926,0.4884,-999.25,110.3504
6695,9.0647,101.3912,2.3829,0.4967,-999.25,111.0718
6695.5,9.0446,100.8828,2.3761,0.5044,-999.25,111.7348
6696,9.0462,99.6255,2.3822,0.5044,-999.25,111.7343
6696.5,9.0462,98.8068,2.3966,0.5042,-999.25,111.717
6697,9.0462,97.389,2.4155,0.501,-999.25,111.439
6697.5,9.0462,96.1889,2.4142,0.4976,-999.25,111.1454
6698,9.0462,96.9578,2.4009,0.4997,-999.25,111.3321
6698.5,9.0462,98.8466,2.3876,0.5016,-999.25,111.4948
6699,9.0462,98.7519,2.3816,0.5,-999.25,111.3526
6699.5,9.0462,98.2176,2.3793,0.4956,-999.25,110.9767
6700,9.0462,98.2404,2.3794,0.4966,-999.25,111.0601
6700.5,9.0462,100.379,2.3812,0.4985,-999.25,111.2269
6701,9.0462,100.2671,2.3823,0.4947,-999.25,110.8983
6701.5,9.0462,96.7563,2.3867,0.4883,-999.25,110.3442
6702,9.0462,97.5994,2.4001,0.4838,-999.25,109.9506
6702.5,9.0462,101.1701,2.4066,0.4851,-999.25,110.0607
6703,9.0462,102.7952,2.3907,0.4891,-999.25,110.4068
6703.5,9.0462,101.1322,2.3726,0.4923,-999.25,110.6901
6704,9.0462,99.0256,2.3766,0.4936,-999.25,110.8043
6704.5,9.0462,101.1743,2.3911,0.4943,-999.25,110.8613
6705,9.0462,104.0837,2.3965,0.494,-999.25,110.8326
6705.5,9.0462,104.9139,2.3906,0.4898,-999.25,110.4688
6706,9.0462,104.0232,2.3857,0.4834,-999.25,109.9185
6706.5,9.0462,102.1546,2.3863,0.4766,-999.25,109.3281
6707,9.0462,101.2428,2.3957,0.4739,-999.25,109.0908
6707.5,9.0462,100.4077,2.4109,0.4783,-999.25,109.4734
6708,9.0462,100.4137,2.4085,0.4849,-999.25,110.045
6708.5,9.0463,100.658,2.3998,0.4842,-999.25,109.9853
6709,9.0453,101.7636,2.3974,0.4805,-999.25,109.67
6709.5,9.0741,103.6232,2.3992,0.4783,-999.25,109.4774
6710,9.0583,104.4565,2.4015,0.4768,-999.25,109.3413
6710.5,9.0454,104.5207,2.4013,0.4743,-999.25,109.1314
6711,9.0462,105.4261,2.399,0.4711,-999.25,108.852
6711.5,9.0462,106.3214,2.3964,0.4671,-999.25,108.5078
6712,9.0462,105.2988,2.3969,0.4686,-999.25,108.6332
6712.5,9.0462,103.7118,2.398,0.4753,-999.25,109.2159
6713,9.0461,105.2945,2.3977,0.4793,-999.25,109.5638
6713.5,9.0482,107.4626,2.3965,0.4797,-999.25,109.599
6714,9.0324,105.8487,2.3973,0.4777,-999.25,109.4191
6714.5,8.9687,103.678,2.399,0.4721,-999.25,108.9406
6715,9.0049,103.1159,2.3964,0.4686,-999.25,108.6378
6715.5,8.958,104.7983,2.3944,0.4676,-999.25,108.5477
6716,9.0252,108.1808,2.401,0.4722,-999.25,108.9451
6716.5,9.0244,110.0112,2.4062,0.4698,-999.25,108.7389
6717,9.0003,107.4311,2.4009,0.4558,-999.25,107.529
6717.5,9.0384,94.8922,2.3955,0.4326,-999.25,105.5155
6718,9.0477,77.2339,2.3884,0.367,-999.25,99.8393
6718.5,9.0173,68.3714,2.3982,0.2617,-999.25,90.7139
6719,9.048,66.9365,2.4618,0.2156,-999.25,86.7275
6719.5,9.0469,65.8491,2.435,0.2049,-999.25,85.796
6720,8.9878,64.1071,2.27,0.1994,-999.25,85.3207
6720.5,8.9469,61.4773,2.1165,0.235,-999.25,88.4044
6721,8.9487,57.388,2.0393,0.3091,-999.25,94.8201
6721.5,8.9486,57.7275,2.0275,0.3085,-999.25,94.7724
6722,8.9486,60.3379,2.0337,0.3054,-999.25,94.4997
6722.5,8.9486,59.9154,2.0529,0.304,-999.25,94.3804
6723,8.9486,60.2681,2.0965,0.3013,-999.25,94.1484
6723.5,8.9486,63.9165,2.1684,0.2972,-999.25,93.7933
6724,8.9486,71.3451,2.211,0.2955,-999.25,93.6413
6724.5,8.9486,78.278,2.2257,0.2943,-999.25,93.541
6725,8.9486,77.2536,2.217,0.2934,-999.25,93.4616
6725.5,8.9486,73.6128,2.1628,0.2971,-999.25,93.7791
6726,8.9486,69.8279,2.1045,0.3039,-999.25,94.3738
6726.5,8.9486,66.2353,2.054,0.3032,-999.25,94.3141
6727,8.9486,63.6045,2.0548,0.2996,-999.25,93.9953
6727.5,8.9486,62.5207,2.0745,0.2979,-999.25,93.8517
6728,8.9486,64.0561,2.0942,0.2983,-999.25,93.8882
6728.5,8.9486,67.9112,2.1054,0.2972,-999.25,93.7949
6729,8.9486,70.3333,2.1083,0.296,-999.25,93.6906
6729.5,8.9486,72.269,2.1058,0.3002,-999.25,94.0483
6730,8.9486,73.8275,2.1042,0.3082,-999.25,94.7452
6730.5,8.9486,73.3372,2.1006,0.3066,-999.25,94.6082
6731,8.9486,72.0471,2.0953,0.3015,-999.25,94.164
6731.5,8.9488,69.839,2.0914,0.303,-999.25,94.2964
6732,8.9467,68.7577,2.0905,0.3067,-999.25,94.6146
6732.5,8.9968,67.6499,2.0873,0.3078,-999.25,94.7115
6733,9.0483,67.9737,2.0794,0.3094,-999.25,94.8484
6733.5,9.0415,69.5647,2.0749,0.3114,-999.25,95.0186
6734,9.0014,68.7594,2.0738,0.3104,-999.25,94.9326
6734.5,9.0108,66.6898,2.0723,0.3057,-999.25,94.5293
6735,8.9899,65.3063,2.0769,0.2997,-999.25,94.0121
6735.5,9.038,63.795,2.08,0.2965,-999.25,93.7306
6736,9.0165,62.7573,2.0771,0.2958,-999.25,93.6719
6736.5,9.0407,62.2245,2.1101,0.2918,-999.25,93.3217
6737,9.122,60.3239,2.2128,0.2762,-999.25,91.9729
6737.5,9.1452,62.0403,2.2985,0.2637,-999.25,90.8862
6738,9.1438,72.724,2.3249,0.2521,-999.25,89.8871
6738.5,9.1438,88.6391,2.323,0.2832,-999.25,92.5757
6739,9.1438,101.3465,2.3368,0.346,-999.25,98.0219
6739.5,9.1438,107.3657,2.3274,0.3917,-999.25,101.9731
6740,9.1438,107.2654,2.3015,0.4134,-999.25,103.8581
6740.5,9.1438,104.4623,2.3026,0.4215,-999.25,104.5594
6741,9.1438,97.2202,2.3062,0.4152,-999.25,104.012
6741.5,9.1438,88.5792,2.3121,0.3954,-999.25,102.2931
6742,9.1438,85.0915,2.3265,0.3823,-999.25,101.1584
6742.5,9.1438,83.0971,2.3508,0.3748,-999.25,100.5104
6743,9.1438,73.429,2.3499,0.3482,-999.25,98.206
6743.5,9.1438,60.2115,2.3278,0.3117,-999.25,95.0445
6744,9.1438,51.7241,2.3,0.2859,-999.25,92.8142
6744.5,9.1438,49.7432,2.3028,0.2686,-999.25,91.315
6745,9.1438,56.2625,2.3193,0.2611,-999.25,90.6634
6745.5,9.142,69.5526,2.3386,0.2747,-999.25,91.8434
6746,9.1589,82.278,2.3631,0.3008,-999.25,94.1045
6746.5,9.2433,87.6716,2.3835,0.3183,-999.25,95.6219
6747,9.2424,85.1399,2.3877,0.3246,-999.25,96.1654
6747.5,9.2343,85.5081,2.3864,0.3275,-999.25,96.419
6748,9.1637,87.4364,2.3866,0.3264,-999.25,96.3239
6748.5,9.1837,89.6317,2.3884,0.3231,-999.25,96.034
6749,9.2273,94.5617,2.3906,0.3183,-999.25,95.6171
6749.5,9.2442,99.6697,2.3876,0.3281,-999.25,96.47
6750,9.2159,99.6352,2.3751,0.3553,-999.25,98.8265
6750.5,9.1499,97.516,2.3762,0.3748,-999.25,100.5097
6751,9.1984,94.8472,2.3896,0.3639,-999.25,99.5683
6751.5,9.1689,96.0371,2.3992,0.3467,-999.25,98.0802
6752,9.1425,101.9328,2.395,0.3521,-999.25,98.5477
6752.5,9.1438,105.7973,2.3958,0.3689,-999.25,100.0051
6753,9.1422,104.4267,2.4008,0.3849,-999.25,101.3856
6753.5,9.175,103.7471,2.409,0.3809,-999.25,101.0374
6754,9.1664,103.9007,2.4158,0.3752,-999.25,100.5436
6754.5,9.1414,106.5746,2.406,0.3801,-999.25,100.9696
6755,9.1575,109.9699,2.3774,0.3921,-999.25,102.0064
6755.5,9.1773,107.6799,2.3563,0.3916,-999.25,101.9642
6756,9.2057,101.7617,2.3591,0.3767,-999.25,100.6804
6756.5,9.1867,102.4872,2.3683,0.3771,-999.25,100.7075
6757,9.1425,106.1245,2.3804,0.3897,-999.25,101.7997
6757.5,9.1442,108.0362,2.3851,0.4075,-999.25,103.3442
6758,9.1419,107.0639,2.3822,0.4137,-999.25,103.8799
6758.5,9.155,105.67,2.384,0.3926,-999.25,102.0532
6759,9.2335,106.3148,2.3781,0.3651,-999.25,99.6754
6759.5,9.2141,104.1452,2.3583,0.3704,-999.25,100.1282
6760,9.2204,100.0311,2.3335,0.3906,-999.25,101.8823
6760.5,9.2063,97.6258,2.3117,0.3895,-999.25,101.7849
6761,9.2208,97.8787,2.3128,0.3776,-999.25,100.7535
6761.5,9.2169,99.2024,2.3304,0.3673,-999.25,99.8638
6762,9.1441,99.6852,2.3608,0.3649,-999.25,99.6557
6762.5,9.1608,100.8882,2.3884,0.3548,-999.25,98.7758
6763,9.1916,103.0972,2.4113,0.3392,-999.25,97.4269
6763.5,9.2049,102.6121,2.4228,0.3314,-999.25,96.7542
6764,9.2114,101.3302,2.4165,0.334,-999.25,96.9794
6764.5,9.1821,100.7519,2.4032,0.3374,-999.25,97.2727
6765,9.1418,99.8902,2.3912,0.3467,-999.25,98.0756
6765.5,9.1439,99.5607,2.3852,0.3757,-999.25,100.5881
6766,9.1438,100.9801,2.3909,0.4116,-999.25,103.6996
6766.5,9.1438,104.4317,2.3941,0.4291,-999.25,105.2164
6767,9.1438,106.6033,2.3902,0.4249,-999.25,104.8504
6767.5,9.1438,105.3505,2.3966,0.427,-999.25,105.0284
6768,9.1438,99.8206,2.4079,0.4297,-999.25,105.2704
6768.5,9.1438,97.0471,2.4058,0.416,-999.25,104.0825
6769,9.1438,101.6552,2.3971,0.4006,-999.25,102.7449
6769.5,9.1438,107.2517,2.391,0.4083,-999.25,103.4124
6770,9.1438,110.6287,2.3866,0.4375,-999.25,105.9424
6770.5,9.1438,111.6755,2.3744,0.4669,-999.25,108.492
6771,9.1438,110.6214,2.3522,0.4813,-999.25,109.7332
6771.5,9.1438,108.215,2.3323,0.494,-999.25,110.8369
6772,9.1438,107.272,2.3246,0.4939,-999.25,110.8292
6772.5,9.1438,109.1162,2.3288,0.4683,-999.25,108.6125
6773,9.1438,108.6626,2.3416,0.4223,-999.25,104.6292
6773.5,9.1438,105.2269,2.3623,0.3906,-999.25,101.8835
6774,9.1438,102.9938,2.3817,0.369,-999.25,100.0139
6774.5,9.1438,103.3324,2.3801,0.3584,-999.25,99.0934
6775,9.1438,102.8491,2.375,0.3531,-999.25,98.6362
6775.5,9.1438,101.668,2.3844,0.346,-999.25,98.0184
6776,9.1438,97.5832,2.4073,0.341,-999.25,97.5827
6776.5,9.1438,93.4194,2.4161,0.3332,-999.25,96.9075
6777,9.1441,95.9174,2.4014,0.3189,-999.25,95.6716
6777.5,9.1417,100.5601,2.3757,0.3216,-999.25,95.9056
6778,9.2099,98.9889,2.3445,0.3369,-999.25,97.2254
6778.5,9.0757,91.9736,2.3184,0.3362,-999.25,97.1724
6779,9.1064,83.5673,2.2936,0.3268,-999.25,96.3564
6779.5,9.2192,76.6291,2.2797,0.3054,-999.25,94.5041
6780,9.2428,78.0449,2.3031,0.2711,-999.25,91.5336
6780.5,9.2414,87.3863,2.3452,0.256,-999.25,90.2201
6781,9.2414,96.5127,2.3842,0.2732,-999.25,91.7092
6781.5,9.2416,98.9305,2.3985,0.3126,-999.25,95.1249
6782,9.2399,97.6165,2.3931,0.3601,-999.25,99.2415
6782.5,9.2859,98.3664,2.3851,0.3731,-999.25,100.3625
