depth,cali,gr,density,nphi,res
6085.5,12.579,77.464,2.265,0.497,1.012
6086,12.567,78.999,2.26,0.5,1
6086.5,12.565,80.342,2.255,0.511,0.993
6087,12.567,76.39,2.263,0.514,0.991
6087.5,12.565,74.398,2.267,0.518,0.99
6088,12.555,71.435,2.273,0.507,0.988
6088.5,12.569,72.368,2.269,0.5,0.984
6089,12.562,73.036,2.271,0.524,0.981
6089.5,12.569,74.03,2.264,0.526,0.978
6090,12.538,74.662,2.257,0.51,0.975
6090.5,12.53,71.504,2.252,0.501,0.973
6091,12.526,70.834,2.259,0.473,0.967
6091.5,12.505,70.075,2.256,0.49,0.961
6092,12.508,72.207,2.26,0.472,0.961
6092.5,12.485,75.292,2.248,0.493,0.965
6093,12.496,77.584,2.253,0.49,0.98
6093.5,12.486,72.314,2.251,0.506,0.993
6094,12.475,69.144,2.264,0.483,0.99
6094.5,12.457,64.429,2.276,0.478,0.987
6095,12.446,68.859,2.271,0.475,0.99
6095.5,12.459,72.592,2.269,0.494,0.994
6096,12.494,75.244,2.279,0.491,0.993
6096.5,12.484,78.771,2.288,0.499,0.983
6097,12.462,75.256,2.306,0.507,0.969
6097.5,12.43,77.555,2.29,0.503,0.975
6098,12.42,75.246,2.276,0.471,0.999
6098.5,12.4,78.71,2.272,0.457,1.02
6099,12.381,77.508,2.271,0.462,1.037
6099.5,12.376,72.952,2.27,0.483,1.055
6100,12.39,70.122,2.266,0.473,1.078
6100.5,12.39,69.405,2.26,0.466,1.096
6101,12.373,70.819,2.256,0.462,1.109
6101.5,12.381,71.548,2.254,0.467,1.115
6102,12.395,70.505,2.26,0.491,1.116
6102.5,12.372,72.033,2.261,0.488,1.114
6103,12.388,73.847,2.268,0.486,1.112
6103.5,12.383,76.469,2.27,0.457,1.113
6104,12.378,77.455,2.277,0.481,1.112
6104.5,12.388,77.145,2.271,0.476,1.108
6105,12.383,77.091,2.256,0.485,1.104
6105.5,12.379,75.459,2.255,0.443,1.103
6106,12.384,73.584,2.256,0.459,1.1
6106.5,12.383,71.361,2.267,0.465,1.097
6107,12.379,71.74,2.281,0.505,1.079
6107.5,12.386,72.848,2.304,0.53,1.056
6108,12.404,73.367,2.297,0.539,1.046
6108.5,12.41,73.814,2.281,0.504,1.036
6109,12.416,72.109,2.266,0.446,1.025
6109.5,12.422,72.218,2.261,0.433,1.014
6110,12.418,74.155,2.26,0.446,0.996
6110.5,12.422,75.929,2.261,0.469,0.999
6111,12.425,75.391,2.268,0.457,1.013
6111.5,12.415,74.388,2.275,0.436,1.021
6112,12.427,72.165,2.273,0.442,1.03
6112.5,12.41,71.901,2.269,0.45,1.037
6113,12.416,73.208,2.26,0.463,1.041
6113.5,12.425,74.661,2.257,0.45,1.046
6114,12.418,76.61,2.262,0.454,1.05
6114.5,12.42,71.589,2.272,0.464,1.044
6115,12.42,72.781,2.283,0.465,1.027
6115.5,12.425,72.512,2.277,0.475,1.019
6116,12.418,75.185,2.27,0.495,1.019
6116.5,12.422,77.184,2.269,0.483,1.021
6117,12.416,78.55,2.27,0.491,1.024
6117.5,12.41,81.084,2.274,0.468,1.027
6118,12.413,78.664,2.27,0.467,1.027
6118.5,12.383,75.533,2.274,0.464,1.028
6119,12.388,74.987,2.262,0.47,1.027
6119.5,12.383,76.938,2.259,0.499,1.026
6120,12.386,78.472,2.265,0.498,1.03
6120.5,12.383,78.313,2.279,0.508,1.033
6121,12.37,75.744,2.288,0.505,1.036
6121.5,12.383,75.706,2.29,0.496,1.049
6122,12.372,75.494,2.284,0.479,1.072
6122.5,12.339,77.726,2.282,0.466,1.084
6123,12.349,76.145,2.282,0.483,1.087
6123.5,12.346,78.466,2.286,0.504,1.092
6124,12.351,75.956,2.267,0.504,1.091
6124.5,12.371,79.599,2.252,0.484,1.094
6125,12.379,76.215,2.258,0.472,1.089
6125.5,12.386,79.321,2.263,0.491,1.086
6126,12.381,77.976,2.269,0.479,1.084
6126.5,12.39,80.196,2.264,0.455,1.073
6127,12.383,78.049,2.264,0.435,1.058
6127.5,12.388,81.366,2.267,0.436,1.043
6128,12.381,78.932,2.264,0.432,1.032
6128.5,12.372,80.124,2.263,0.449,1.02
6129,12.315,76.639,2.267,0.474,1.009
6129.5,12.273,79.453,2.274,0.506,1.004
6130,12.278,77.41,2.277,0.502,1.001
6130.5,12.273,77.758,2.276,0.501,0.995
6131,12.267,75.795,2.279,0.47,0.991
6131.5,12.287,74.808,2.265,0.472,0.989
6132,12.267,74.186,2.263,0.451,0.982
6132.5,12.275,74.087,2.252,0.454,0.981
6133,12.276,74.513,2.254,0.461,0.983
6133.5,12.273,74.528,2.249,0.465,0.982
6134,12.28,71.205,2.259,0.514,0.984
6134.5,12.241,72.842,2.261,0.504,0.99
6135,12.241,74.705,2.261,0.497,0.991
6135.5,12.231,77.55,2.26,0.471,0.992
6136,12.219,77.44,2.281,0.455,0.988
6136.5,12.221,74.859,2.302,0.452,0.985
6137,12.177,72.099,2.305,0.442,0.98
6137.5,12.186,68.351,2.279,0.443,0.971
6138,12.3,69.329,2.253,0.461,0.968
6138.5,12.336,70.684,2.247,0.437,0.976
6139,12.358,73.587,2.245,0.447,0.957
6139.5,12.324,72.41,2.238,0.444,0.927
6140,12.312,72.787,2.228,0.473,0.919
6140.5,12.34,72.002,2.231,0.468,0.909
6141,12.388,71.816,2.233,0.462,0.899
6141.5,12.377,71.098,2.225,0.483,0.898
6142,12.384,69.159,2.22,0.529,0.904
6142.5,12.418,69.056,2.212,0.585,0.907
6143,12.427,68.034,2.203,0.567,0.907
6143.5,12.287,69.139,2.213,0.536,0.905
6144,12.147,66.184,2.236,0.498,0.908
6144.5,12.086,69.718,2.253,0.527,0.914
6145,12.138,71.981,2.255,0.53,0.916
6145.5,12.123,74.975,2.25,0.514,0.913
6146,12.127,74.105,2.249,0.477,0.908
6146.5,12.135,71.169,2.244,0.459,0.905
6147,12.14,71.041,2.233,0.485,0.905
6147.5,12.129,70.548,2.224,0.518,0.911
6148,12.133,74.203,2.23,0.53,0.915
6148.5,12.134,74.309,2.24,0.53,0.915
6149,12.135,73.77,2.24,0.507,0.916
6149.5,12.132,70.685,2.237,0.536,0.916
6150,12.137,71.944,2.24,0.506,0.917
6150.5,12.147,76.573,2.241,0.492,0.917
6151,12.143,77.866,2.244,0.461,0.917
6151.5,12.163,76.7,2.244,0.474,0.917
6152,12.162,70.463,2.248,0.507,0.916
6152.5,12.161,70.483,2.259,0.505,0.918
6153,12.169,71.819,2.262,0.516,0.92
6153.5,12.164,73.086,2.257,0.504,0.924
6154,12.165,73.963,2.252,0.486,0.924
6154.5,12.164,74.323,2.258,0.48,0.924
6155,12.172,75.361,2.251,0.478,0.92
6155.5,12.158,74.791,2.243,0.49,0.914
6156,12.168,73.702,2.229,0.481,0.911
6156.5,12.187,76.995,2.222,0.494,0.913
6157,12.2,77.44,2.202,0.514,0.915
6157.5,12.209,73.172,2.178,0.514,0.924
6158,12.204,69.089,2.175,0.532,0.935
6158.5,12.197,65.935,2.156,0.526,0.944
6159,12.365,68.564,2.17,0.533,0.949
6159.5,12.688,66.684,2.207,0.501,0.948
6160,12.187,69.753,2.239,0.494,0.95
6160.5,12.184,71.679,2.24,0.466,0.951
6161,12.194,73.662,2.25,0.472,0.932
6161.5,12.207,76.135,2.251,0.48,0.917
6162,12.228,75.437,2.253,0.502,0.909
6162.5,12.232,76.799,2.247,0.481,0.899
6163,12.248,74.578,2.249,0.488,0.894
6163.5,12.235,73.52,2.234,0.498,0.892
6164,12.25,72.039,2.224,0.517,0.89
6164.5,12.265,72.981,2.217,0.492,0.887
6165,12.283,75.006,2.223,0.479,0.882
6165.5,12.269,74.886,2.22,0.48,0.874
6166,12.275,73.994,2.223,0.471,0.864
6166.5,12.289,72.736,2.22,0.455,0.853
6167,12.305,76.392,2.215,0.43,0.838
6167.5,12.324,76.232,2.217,0.476,0.83
6168,12.372,78.703,2.213,0.486,0.829
6168.5,12.379,79.543,2.213,0.512,0.825
6169,12.393,76.692,2.197,0.464,0.825
6169.5,12.379,76.444,2.201,0.473,0.827
6170,12.378,75.443,2.209,0.453,0.835
6170.5,12.402,77.846,2.209,0.493,0.846
6171,12.418,79.222,2.209,0.498,0.848
6171.5,12.427,81.089,2.202,0.515,0.852
6172,12.469,82.164,2.2,0.529,0.862
6172.5,12.507,79.739,2.203,0.542,0.867
6173,12.518,77.564,2.201,0.553,0.872
6173.5,12.526,79.692,2.202,0.506,0.881
6174,12.526,80.563,2.208,0.486,0.889
6174.5,12.514,83.427,2.216,0.461,0.892
6175,12.508,83.697,2.224,0.476,0.893
6175.5,12.494,87.191,2.217,0.491,0.893
6176,12.491,85.045,2.219,0.52,0.891
6176.5,12.496,84.529,2.213,0.532,0.889
6177,12.491,80.269,2.212,0.522,0.886
6177.5,12.487,79.172,2.212,0.525,0.881
6178,12.501,75.412,2.211,0.495,0.875
6178.5,12.485,77.791,2.22,0.535,0.869
6179,12.491,77.881,2.22,0.52,0.864
6179.5,12.494,79.469,2.222,0.532,0.858
6180,12.489,77.629,2.212,0.498,0.852
6180.5,12.496,76.077,2.21,0.472,0.848
6181,12.511,75.738,2.214,0.476,0.844
6181.5,12.53,76.032,2.221,0.453,0.838
6182,12.531,78.927,2.222,0.493,0.832
6182.5,12.526,78.838,2.227,0.483,0.83
6183,12.521,77.494,2.228,0.497,0.829
6183.5,12.537,74.288,2.227,0.477,0.826
6184,12.533,77.262,2.229,0.509,0.822
6184.5,12.542,76.248,2.234,0.513,0.821
6185,12.567,77.816,2.232,0.519,0.821
6185.5,12.562,72.899,2.237,0.516,0.827
6186,12.575,72.854,2.227,0.498,0.83
6186.5,12.553,71.785,2.217,0.507,0.832
6187,12.567,72.467,2.216,0.54,0.828
6187.5,12.572,75.059,2.218,0.555,0.826
6188,12.553,75.721,2.21,0.529,0.824
6188.5,12.535,75.748,2.202,0.487,0.821
6189,12.533,73.514,2.197,0.505,0.816
6189.5,12.528,74.982,2.203,0.52,0.81
6190,12.531,74.718,2.208,0.526,0.808
6190.5,12.528,79.06,2.209,0.491,0.804
6191,12.551,78.378,2.207,0.466,0.805
6191.5,12.555,79.297,2.213,0.438,0.808
6192,12.572,75.74,2.212,0.48,0.812
6192.5,12.565,75.426,2.213,0.495,0.813
6193,12.587,74.404,2.202,0.524,0.816
6193.5,12.608,76.194,2.21,0.5,0.819
6194,12.609,77.85,2.206,0.52,0.819
6194.5,12.764,81.191,2.212,0.51,0.82
6195,12.857,80.424,2.212,0.538,0.822
6195.5,12.657,77.785,2.213,0.549,0.824
6196,12.602,77.188,2.207,0.557,0.826
6196.5,12.599,76.743,2.206,0.531,0.828
6197,12.622,79.168,2.217,0.509,0.83
6197.5,12.619,80.426,2.228,0.502,0.837
6198,12.617,81.42,2.23,0.508,0.844
6198.5,12.599,81.144,2.224,0.504,0.852
6199,12.556,81.42,2.228,0.516,0.865
6199.5,12.574,79.574,2.226,0.505,0.872
6200,12.567,78.296,2.236,0.48,0.873
6200.5,12.56,76.867,2.226,0.482,0.872
6201,12.567,76.375,2.224,0.511,0.873
6201.5,12.555,75.674,2.218,0.528,0.87
6202,12.569,75.038,2.228,0.493,0.865
6202.5,12.569,76.998,2.241,0.467,0.86
6203,12.562,77.509,2.234,0.469,0.856
6203.5,12.56,76.487,2.227,0.492,0.855
6204,12.575,76.658,2.226,0.496,0.854
6204.5,12.558,77.66,2.23,0.495,0.856
6205,12.569,79.041,2.232,0.479,0.859
6205.5,12.557,77.337,2.223,0.468,0.862
6206,12.569,74.357,2.217,0.438,0.863
6206.5,12.562,73.741,2.219,0.458,0.865
6207,12.54,74.934,2.215,0.456,0.865
6207.5,12.542,73.081,2.217,0.48,0.863
6208,12.528,73.1,2.216,0.49,0.864
6208.5,12.53,70.952,2.217,0.5,0.863
6209,12.528,75.721,2.222,0.507,0.861
6209.5,12.526,74.783,2.223,0.51,0.861
6210,12.533,76.465,2.224,0.469,0.866
6210.5,12.533,76.911,2.223,0.482,0.873
6211,12.528,76.212,2.227,0.464,0.876
6211.5,12.521,76.337,2.228,0.498,0.877
6212,12.538,75.38,2.224,0.494,0.877
6212.5,12.521,74.869,2.225,0.5,0.876
6213,12.528,75.957,2.233,0.516,0.876
6213.5,12.533,75.806,2.237,0.51,0.875
6214,12.533,80.915,2.246,0.508,0.875
6214.5,12.531,80.725,2.242,0.491,0.874
6215,12.514,79.546,2.237,0.492,0.875
6215.5,12.533,76.244,2.225,0.492,0.874
6216,12.523,74.458,2.222,0.528,0.874
6216.5,12.501,74.699,2.215,0.547,0.875
6217,12.489,75.21,2.213,0.544,0.875
6217.5,12.496,77.889,2.209,0.536,0.876
6218,12.494,80.104,2.199,0.522,0.876
6218.5,12.48,81.711,2.2,0.531,0.877
6219,12.494,81.626,2.203,0.521,0.878
6219.5,12.489,79.732,2.212,0.503,0.881
6220,12.498,78.446,2.207,0.486,0.886
6220.5,12.494,77.765,2.207,0.455,0.895
6221,12.485,83.663,2.202,0.464,0.903
6221.5,12.491,84.365,2.197,0.467,0.911
6222,12.498,84.535,2.194,0.486,0.919
6222.5,12.491,81.787,2.195,0.517,0.925
6223,12.489,85.684,2.193,0.503,0.929
6223.5,12.466,86.28,2.195,0.5,0.931
6224,12.455,85.023,2.176,0.477,0.938
6224.5,12.45,85.566,2.157,0.489,0.951
6225,12.464,84.629,2.142,0.505,0.96
6225.5,12.452,86.589,2.148,0.512,0.957
6226,12.452,83.853,2.154,0.53,0.944
6226.5,12.455,88.942,2.163,0.515,0.934
6227,12.466,87.835,2.166,0.546,0.922
6227.5,12.494,84.341,2.173,0.519,0.898
6228,12.514,78.832,2.181,0.547,0.874
6228.5,12.533,78.854,2.202,0.509,0.854
6229,12.514,79.876,2.209,0.539,0.844
6229.5,12.535,80.23,2.218,0.518,0.842
6230,12.533,76.527,2.225,0.498,0.841
6230.5,12.519,75.741,2.229,0.475,0.839
6231,12.535,76.383,2.227,0.492,0.837
6231.5,12.531,76.486,2.22,0.489,0.835
6232,12.523,73.676,2.234,0.502,0.836
6232.5,12.528,71.055,2.243,0.496,0.838
6233,12.535,71.255,2.245,0.496,0.837
6233.5,12.496,74.15,2.239,0.493,0.838
6234,12.418,71.423,2.235,0.501,0.844
6234.5,12.413,70.864,2.245,0.505,0.859
6235,12.388,70.438,2.252,0.487,0.882
6235.5,12.345,74.358,2.25,0.461,0.919
6236,12.255,74.206,2.252,0.465,0.959
6236.5,12.228,73.525,2.257,0.466,0.992
6237,12.171,74.206,2.269,0.454,1.025
6237.5,12.2,74.717,2.268,0.448,1.061
6238,12.203,74.121,2.263,0.46,1.087
6238.5,12.236,72.995,2.249,0.453,1.098
6239,12.212,73.677,2.247,0.465,1.096
6239.5,12.172,72.229,2.238,0.448,1.09
6240,12.161,72.93,2.244,0.452,1.079
6240.5,12.164,72.4,2.238,0.477,1.067
6241,12.172,75.989,2.241,0.49,1.055
6241.5,12.155,73.858,2.238,0.502,1.035
6242,12.17,74.199,2.239,0.475,1.005
6242.5,12.16,73.231,2.252,0.487,0.979
6243,12.17,74.831,2.256,0.474,0.969
6243.5,12.159,75.002,2.257,0.47,0.967
6244,12.168,74.944,2.265,0.459,0.974
6244.5,12.159,74.707,2.273,0.474,0.987
6245,12.173,72.766,2.277,0.488,1.005
6245.5,12.168,73.117,2.258,0.473,1.032
6246,12.159,71.65,2.247,0.469,1.059
6246.5,12.167,75.294,2.247,0.451,1.08
6247,12.17,73.42,2.248,0.472,1.099
6247.5,12.17,74.715,2.255,0.473,1.115
6248,12.159,75.247,2.261,0.451,1.127
6248.5,12.161,79.061,2.269,0.454,1.135
6249,12.161,82.896,2.274,0.438,1.14
6249.5,12.17,83.269,2.267,0.455,1.141
6250,12.165,81.481,2.269,0.438,1.137
6250.5,12.168,76.965,2.264,0.468,1.13
6251,12.166,75.824,2.267,0.459,1.123
6251.5,12.17,74.718,2.264,0.477,1.114
6252,12.17,73.013,2.268,0.482,1.099
6252.5,12.153,69.417,2.26,0.505,1.079
6253,12.168,70.081,2.265,0.502,1.056
6253.5,12.165,70.081,2.272,0.474,1.036
6254,12.172,72.106,2.268,0.502,1.023
6254.5,12.164,71.886,2.268,0.495,1.013
6255,12.202,76.508,2.264,0.525,1.005
6255.5,12.207,76.441,2.27,0.496,0.998
6256,12.234,78.742,2.262,0.502,0.992
6256.5,12.237,75.917,2.261,0.472,0.99
6257,12.238,76.703,2.25,0.481,0.988
6257.5,12.232,74.402,2.249,0.463,0.986
6258,12.244,74.31,2.256,0.46,0.984
6258.5,12.241,72.52,2.261,0.455,0.981
6259,12.232,72.435,2.269,0.464,0.98
6259.5,12.25,75.482,2.273,0.488,0.986
6260,12.267,77.718,2.273,0.463,0.997
6260.5,12.292,80.103,2.265,0.454,1.013
6261,12.349,78.741,2.27,0.435,1.028
6261.5,12.338,81.363,2.27,0.443,1.046
6262,12.333,81.323,2.275,0.43,1.071
6262.5,12.342,80.49,2.258,0.451,1.107
6263,12.372,76.094,2.253,0.464,1.145
6263.5,12.386,73.287,2.256,0.472,1.163
6264,12.4,72.927,2.265,0.458,1.174
6264.5,12.436,77.493,2.269,0.454,1.188
6265,12.473,79.915,2.269,0.47,1.2
6265.5,12.501,83.661,2.273,0.481,1.211
6266,12.528,79.553,2.268,0.49,1.215
6266.5,12.526,80.555,2.274,0.481,1.217
6267,12.453,80.576,2.267,0.473,1.216
6267.5,12.39,84.291,2.274,0.473,1.212
6268,12.31,84.056,2.274,0.484,1.201
6268.5,12.314,81.159,2.28,0.478,1.174
6269,12.342,79.317,2.276,0.48,1.127
6269.5,12.384,77.423,2.276,0.471,1.097
6270,12.388,77.766,2.287,0.496,1.051
6270.5,12.381,75.656,2.285,0.486,1.011
6271,12.386,71.878,2.283,0.514,0.982
6271.5,12.372,70.682,2.275,0.493,0.954
6272,12.39,72.707,2.281,0.489,0.927
6272.5,12.39,79.36,2.277,0.457,0.914
6273,12.372,79.852,2.281,0.485,0.916
6273.5,12.383,77.298,2.277,0.48,0.922
6274,12.39,75.511,2.288,0.49,0.931
6274.5,12.372,76.978,2.287,0.458,0.937
6275,12.39,78.426,2.288,0.464,0.939
6275.5,12.381,76.402,2.274,0.477,0.94
6276,12.379,74.016,2.273,0.497,0.941
6276.5,12.39,71.309,2.27,0.509,0.947
6277,12.372,72.075,2.27,0.485,0.953
6277.5,12.39,70.11,2.27,0.466,0.953
6278,12.376,69.94,2.283,0.457,0.954
6278.5,12.39,69.362,2.296,0.476,0.956
6279,12.377,73.928,2.291,0.498,0.955
6279.5,12.381,77.678,2.274,0.49,0.954
6280,12.409,80.149,2.265,0.496,0.954
6280.5,12.414,74.821,2.271,0.483,0.953
6281,12.432,74.12,2.271,0.471,0.951
6281.5,12.404,73.842,2.27,0.467,0.945
6282,12.425,77.062,2.269,0.465,0.94
6282.5,12.425,75.955,2.268,0.504,0.937
6283,12.413,77.084,2.257,0.486,0.934
6283.5,12.416,78.532,2.263,0.486,0.931
6284,12.379,81.874,2.26,0.464,0.933
6284.5,12.381,80.255,2.27,0.46,0.941
6285,12.377,78.4,2.264,0.443,0.951
6285.5,12.379,75.569,2.266,0.436,0.966
6286,12.356,76.932,2.252,0.444,0.983
6286.5,12.354,79.062,2.249,0.446,0.997
6287,12.354,81.232,2.243,0.446,1.014
6287.5,12.361,81.682,2.241,0.45,1.027
6288,12.388,82.263,2.243,0.459,1.036
6288.5,12.379,80.793,2.261,0.468,1.035
6289,12.39,79.269,2.264,0.447,1.027
6289.5,12.377,79.094,2.259,0.446,1.019
6290,12.39,80.863,2.247,0.429,1.014
6290.5,12.379,81,2.253,0.445,1.009
6291,12.388,80.489,2.26,0.45,1.001
6291.5,12.372,78.616,2.271,0.461,0.997
6292,12.361,76.741,2.285,0.479,0.997
6292.5,12.361,73.506,2.301,0.488,1.001
6293,12.345,72.654,2.307,0.506,1.007
6293.5,12.342,71.882,2.295,0.482,1.006
6294,12.315,74.095,2.282,0.488,1.006
6294.5,12.273,77.693,2.272,0.454,1.024
6295,12.244,82.13,2.235,0.421,1.053
6295.5,12.17,82.281,2.196,0.372,1.079
6296,12.065,80.747,2.2,0.372,1.105
6296.5,12.054,79.193,2.234,0.403,1.126
6297,12.131,80.745,2.279,0.43,1.159
6297.5,12.153,81.702,2.284,0.44,1.188
6298,12.177,79.488,2.288,0.462,1.195
6298.5,12.168,77.974,2.283,0.465,1.196
6299,12.155,76.401,2.282,0.476,1.184
6299.5,12.168,78.786,2.283,0.45,1.178
6300,12.162,78.426,2.284,0.476,1.175
6300.5,12.156,76.893,2.281,0.467,1.163
6301,12.136,74.424,2.281,0.493,1.142
6301.5,12.202,76.532,2.292,0.443,1.121
6302,12.203,77.639,2.297,0.429,1.114
6302.5,12.246,80.725,2.285,0.433,1.104
6303,12.235,78.295,2.276,0.485,1.068
6303.5,12.235,76.598,2.278,0.526,1.033
6304,12.241,74.212,2.282,0.508,1.012
6304.5,12.235,74.042,2.288,0.493,1.007
6305,12.235,72.776,2.282,0.476,1.007
6305.5,12.235,71.905,2.282,0.48,0.999
6306,12.221,75.548,2.287,0.483,1.005
6306.5,12.203,81.339,2.29,0.497,1.022
6307,12.2,82.852,2.295,0.491,1.049
6307.5,12.203,82.022,2.305,0.462,1.086
6308,12.2,77.509,2.314,0.466,1.119
6308.5,12.209,78.655,2.304,0.453,1.138
6309,12.2,75.502,2.295,0.478,1.165
6309.5,12.197,79.21,2.292,0.438,1.219
6310,12.182,79.924,2.282,0.413,1.28
6310.5,12.086,79.242,2.286,0.363,1.321
6311,12.054,78.071,2.297,0.365,1.348
6311.5,12.083,77.016,2.317,0.364,1.382
6312,12.05,80.339,2.321,0.403,1.422
6312.5,12.031,80.104,2.31,0.388,1.451
6313,12.024,78.626,2.299,0.399,1.476
6313.5,12.035,78.03,2.304,0.368,1.49
6314,11.996,77.092,2.31,0.354,1.496
6314.5,11.955,80.679,2.286,0.342,1.497
6315,11.805,83.043,2.268,0.339,1.49
6315.5,11.617,86.132,2.277,0.348,1.479
6316,11.571,81.489,2.297,0.36,1.463
6316.5,11.726,79.701,2.302,0.373,1.434
6317,11.868,76.612,2.29,0.392,1.41
6317.5,11.813,78.72,2.29,0.387,1.387
6318,11.735,78.89,2.278,0.38,1.365
6318.5,11.912,77.594,2.266,0.343,1.335
6319,11.979,77.798,2.246,0.354,1.306
6319.5,11.989,74.836,2.249,0.351,1.284
6320,11.989,76.113,2.264,0.404,1.264
6320.5,12.077,75.444,2.279,0.396,1.228
6321,12.294,77.489,2.291,0.438,1.176
6321.5,12.405,76.297,2.282,0.425,1.139
6322,12.464,78.58,2.276,0.461,1.108
6322.5,12.487,79.071,2.263,0.458,1.061
6323,12.487,80.093,2.269,0.46,1.021
6323.5,12.489,77.082,2.271,0.489,0.991
6324,12.498,76.722,2.272,0.501,0.973
6324.5,12.494,77.423,2.263,0.515,0.966
6325,12.487,79.277,2.257,0.498,0.959
6325.5,12.512,79.913,2.261,0.503,0.956
6326,12.523,78.743,2.263,0.515,0.956
6326.5,12.562,76.548,2.271,0.522,0.956
6327,12.569,71.419,2.269,0.527,0.952
6327.5,12.549,70.696,2.258,0.522,0.949
6328,12.572,70.081,2.257,0.498,0.945
6328.5,12.558,72.21,2.262,0.487,0.942
6329,12.567,72.891,2.279,0.488,0.939
6329.5,12.562,71.614,2.271,0.487,0.939
6330,12.567,73.572,2.263,0.485,0.94
6330.5,12.56,72.987,2.266,0.47,0.937
6331,12.567,72.204,2.26,0.505,0.935
6331.5,12.569,72.29,2.267,0.506,0.937
6332,12.562,74.172,2.258,0.517,0.938
6332.5,12.569,78.039,2.252,0.51,0.939
6333,12.56,76.677,2.245,0.522,0.941
6333.5,12.567,74.724,2.247,0.533,0.943
6334,12.577,72.509,2.256,0.513,0.945
6334.5,12.606,73.701,2.26,0.485,0.948
6335,12.597,76.761,2.26,0.444,0.95
6335.5,12.606,78.531,2.262,0.446,0.95
6336,12.615,75.636,2.251,0.466,0.952
6336.5,12.615,71.07,2.252,0.514,0.953
6337,12.64,69.622,2.241,0.502,0.958
6337.5,12.633,72.943,2.242,0.478,0.964
6338,12.631,76.572,2.237,0.443,0.967
6338.5,12.604,79.061,2.246,0.475,0.971
6339,12.601,78.21,2.243,0.487,0.975
6339.5,12.608,74.444,2.241,0.515,0.98
6340,12.602,73.695,2.24,0.511,0.985
6340.5,12.576,73.032,2.239,0.512,0.99
6341,12.574,77.119,2.244,0.506,0.996
6341.5,12.574,75.994,2.242,0.498,1.001
6342,12.556,74.783,2.243,0.501,1.003
6342.5,12.565,72.877,2.246,0.507,1.006
6343,12.535,74.306,2.239,0.495,1.008
6343.5,12.517,78.158,2.24,0.505,1.009
6344,12.535,81.042,2.246,0.522,1.01
6344.5,12.523,79.187,2.263,0.536,1.009
6345,12.533,76.51,2.27,0.517,1.005
6345.5,12.526,72.877,2.274,0.499,0.999
6346,12.533,73.87,2.273,0.484,0.995
6346.5,12.517,75.761,2.278,0.477,0.993
6347,12.535,75.691,2.278,0.477,0.99
6347.5,12.535,75.805,2.284,0.48,0.984
6348,12.514,75.13,2.269,0.474,0.977
6348.5,12.537,77.96,2.256,0.466,0.971
6349,12.531,77.43,2.244,0.454,0.965
6349.5,12.517,74.359,2.247,0.484,0.96
6350,12.535,71.341,2.242,0.476,0.956
6350.5,12.535,70.43,2.241,0.494,0.953
6351,12.514,71.112,2.242,0.501,0.952
6351.5,12.533,72.303,2.249,0.515,0.952
6352,12.519,70.931,2.254,0.5,0.946
6352.5,12.535,73.145,2.263,0.459,0.938
6353,12.535,70.181,2.258,0.444,0.928
6353.5,12.517,70.42,2.253,0.456,0.921
6354,12.531,67.627,2.25,0.485,0.919
6354.5,12.528,72.653,2.244,0.521,0.917
6355,12.535,76.91,2.247,0.525,0.918
6355.5,12.519,76.127,2.245,0.511,0.917
6356,12.54,73.701,2.247,0.464,0.912
6356.5,12.514,68.677,2.242,0.472,0.912
6357,12.491,71.658,2.238,0.493,0.915
6357.5,12.503,71.121,2.234,0.507,0.918
6358,12.481,74.272,2.239,0.494,0.921
6358.5,12.489,72.266,2.251,0.47,0.922
6359,12.487,75.058,2.253,0.491,0.921
6359.5,12.462,74.462,2.247,0.475,0.919
6360,12.459,76.77,2.251,0.464,0.917
6360.5,12.462,76.449,2.243,0.459,0.914
6361,12.436,78.086,2.245,0.467,0.913
6361.5,12.427,76.245,2.228,0.484,0.911
6362,12.425,75.289,2.223,0.486,0.911
6362.5,12.413,75.118,2.218,0.486,0.912
6363,12.425,74.972,2.223,0.513,0.913
6363.5,12.418,76.61,2.22,0.49,0.915
6364,12.397,77.697,2.216,0.532,0.916
6364.5,12.381,80.319,2.213,0.523,0.916
6365,12.388,80.235,2.207,0.548,0.918
6365.5,12.377,81.767,2.199,0.523,0.921
6366,12.388,82.384,2.181,0.494,0.922
6366.5,12.386,81.766,2.176,0.487,0.922
6367,12.377,79.658,2.179,0.499,0.918
6367.5,12.388,80.153,2.184,0.521,0.912
6368,12.377,81.706,2.196,0.517,0.904
6368.5,12.386,82.303,2.198,0.497,0.894
6369,12.379,81.297,2.208,0.502,0.882
6369.5,12.379,81.169,2.22,0.536,0.868
6370,12.386,81.936,2.22,0.537,0.857
6370.5,12.383,85.089,2.217,0.552,0.848
6371,12.377,87.602,2.207,0.508,0.84
6371.5,12.388,89.562,2.207,0.52,0.833
6372,12.386,87.573,2.204,0.505,0.832
6372.5,12.379,85.358,2.204,0.515,0.836
6373,12.386,85.273,2.195,0.504,0.838
6373.5,12.37,85.707,2.19,0.488,0.838
6374,12.388,87.496,2.192,0.474,0.841
6374.5,12.381,83.662,2.204,0.473,0.85
6375,12.386,85.245,2.208,0.476,0.858
6375.5,12.379,82.177,2.213,0.503,0.863
6376,12.386,84.307,2.204,0.519,0.864
