,Depth,Forest,Lasso,SGDRegressor,XGB,Original,Ols,Ridge
8814,9936.0,101.17697842342952,124.27972126182334,122.54932623693287,105.048706,116.91149999999999,134.12000026630528,128.1430658870293
8815,9936.5,101.23940554746352,123.41344461086148,122.06596316100001,105.672874,116.45950000000003,132.9081192973373,127.4296542698007
8816,9937.0,101.19124482419662,122.55149852553755,121.17698302331992,105.70375,116.12649999999995,131.70951500396322,126.42048231304624
8817,9937.5,101.14590045460824,122.01235592367976,120.61706791593907,104.01511,115.87850000000002,131.08688414571154,125.81661832394101
8818,9938.0,101.14590045460824,121.449095341904,119.56597445460957,104.65309,115.77360000000002,130.55616966063576,124.88968158818619
8819,9938.5,101.14590045460824,121.29168819641292,118.2583123713359,104.481285,115.92750000000004,130.73411633255924,123.99662476882106
8820,9939.0,101.15789613282655,121.66916909970645,117.45447367217753,104.27306,115.77949999999998,131.4135274619536,123.59568695422583
8821,9939.5,101.18305649887282,122.4198148985315,118.337213028651,104.35753,115.11970000000001,132.05027723224376,124.39104071537335
8822,9940.0,101.20622133768758,122.89621718854288,120.25048624039728,104.828,114.67980000000001,132.17141103712785,125.81064963994326
8823,9940.5,101.23075089661003,123.240223997923,121.7631671059772,104.85359,114.80840000000005,132.3302101892209,126.96869199260982
8824,9941.0,101.37276390998996,124.02555564313613,123.15642325788703,104.45021,114.97439999999999,133.13529482265355,128.23495916589764
8825,9941.5,101.2815959374813,124.86538720339514,124.35202148290622,104.28752,114.80349999999996,134.06583737088016,129.3539601773325
8826,9942.0,101.23112412392574,124.6355750097958,123.54636094518816,104.26242,114.40739999999997,133.66668239526575,128.6366475701844
8827,9942.5,101.19311483563315,124.1429205713071,122.50026222241397,104.15421,114.47560000000003,133.04034761970496,127.69867183626667
8828,9943.0,101.27214917323626,124.16991677374867,121.35512887566068,104.27572,114.95980000000004,133.45434458978818,127.01031457173659
8829,9943.5,101.31792009965095,124.90949404635779,122.31742653224498,103.78961,115.47140000000003,134.72817726661674,128.0967074538536
8830,9944.0,101.41387006071135,125.74946464518423,124.92817355090848,103.59452,115.45829999999995,135.24095668410052,130.1566005200942
8831,9944.5,101.38385143699674,126.57868481737262,127.9001446638315,103.50429,115.28050000000003,135.28407870099593,132.3253088192778
8832,9945.0,101.34072821829288,127.06041386721918,128.02898243635366,103.890495,115.00389999999997,135.67234854488362,132.5263820553488
8833,9945.5,101.32932501538833,127.51934186671397,127.83272834819007,103.422745,115.05630000000002,136.46101562740404,132.60811957569612
8834,9946.0,101.27069501689677,128.35440514097746,127.87005404789568,103.77947,115.19349999999996,137.82069752220252,133.03514887593604
8835,9946.5,101.14492987154642,130.73994092702682,130.51247150853735,103.76708,114.79139999999997,139.94239886685398,135.56090032762313
8836,9947.0,101.22146501009321,134.4348179386867,136.05806724864237,104.00875,113.85690000000002,142.72277232792484,140.36180723797494
8837,9947.5,101.25518616763003,137.669746566456,140.4558373894949,103.594475,113.02750000000002,145.47432700461147,144.2996277418767
8838,9948.0,101.18786148438443,139.489346982475,140.61366241426018,102.87329,111.99589999999996,147.73421174397208,145.02441798843225
8839,9948.5,101.22693652626134,139.48092462522416,135.32999136058993,102.62944,110.35649999999997,148.88712297821075,141.42766882707446
8840,9949.0,101.1492033709867,138.30407600945102,131.00430339177313,104.015205,109.09559999999999,147.9430697441997,137.93912002868808
8841,9949.5,101.1679188216427,133.64922606720245,126.57782106393705,102.41017,108.51449999999996,142.78112714785306,133.20547435587733
8842,9950.0,101.37664815359884,121.45670501100184,117.77224088535374,104.84026,106.12400000000001,128.27644190736527,122.54469111534235
8843,9950.5,101.30908202533438,106.25473096949064,107.27067128312449,103.957436,101.47460000000002,110.16168364877113,109.47808386967475
8844,9951.0,101.24061918697973,95.59114471932882,99.56670285079473,105.19682,98.61169999999997,97.76233704572448,100.15137676413079
8845,9951.5,101.60450360154168,93.02461822716299,97.6869378216209,105.67328,97.57909999999997,94.8172379185146,97.88094688498384
8846,9952.0,101.58824940783052,98.78453717481239,102.32868388480337,105.54177,97.70459999999997,100.94488164171028,103.03335158428801
8847,9952.5,100.95804343205353,111.169098608843,112.34141818604667,103.750694,99.67890000000001,114.73691424547167,114.37789381100738
8848,9953.0,101.21762927869267,124.63070951819219,122.63371937872422,103.523026,102.72359999999996,130.34821214520989,126.4952341173307
8849,9953.5,100.98019038281657,132.81260452148044,127.02058505559518,103.29227,104.58070000000001,138.7915006711354,132.2383908716329
